clean_id	mag_id_short	protein_token	clade	raw_label	fasta_file	length_aa
ERX556015.14|contig_73217_2|MM09	ERX556015.14	contig_73217_2	MM09	ERX556015.14.fa.dc..contig_73217_2...MM09	ERX556015.14.fa.dc.faa	229
ERX556017.61|contig_36207_13|MM09	ERX556017.61	contig_36207_13	MM09	ERX556017.61.fa.dc..contig_36207_13...MM09	ERX556017.61.fa.dc.faa	229
ERX556031.42|contig_839_60|MM01	ERX556031.42	contig_839_60	MM01	ERX556031.42.fa.dc..contig_839_60...MM01	ERX556031.42.fa.dc.faa	242
ERX556043.42|contig_3300_22|MM15	ERX556043.42	contig_3300_22	MM15	ERX556043.42.fa.dc..contig_3300_22...MM15	ERX556043.42.fa.dc.faa	409
ERX556094.26|contig_23978_6|MM16	ERX556094.26	contig_23978_6	MM16	ERX556094.26.fa.dc..contig_23978_6...MM16	ERX556094.26.fa.dc.faa	249
ERX556094.51|contig_3925_22|MM16	ERX556094.51	contig_3925_22	MM16	ERX556094.51.fa.dc..contig_3925_22...MM16	ERX556094.51.fa.dc.faa	195
SRX802073.50|contig_6944_44|MM01	SRX802073.50	contig_6944_44	MM01	SRX802073.50.fa.dc..contig_6944_44...MM01	SRX802073.50.fa.dc.faa	208
SRX802073.62|contig_44950_7|MM07	SRX802073.62	contig_44950_7	MM07	SRX802073.62.fa.dc..contig_44950_7...MM07	SRX802073.62.fa.dc.faa	195
SRX802073.68|contig_122337_5|MM01	SRX802073.68	contig_122337_5	MM01	SRX802073.68.fa.dc..contig_122337_5...MM01	SRX802073.68.fa.dc.faa	222
SRX802073.99|contig_3483_31|MM01	SRX802073.99	contig_3483_31	MM01	SRX802073.99.fa.dc..contig_3483_31...MM01	SRX802073.99.fa.dc.faa	199
SRX802073.99|contig_101081_14|MM01	SRX802073.99	contig_101081_14	MM01	SRX802073.99.fa.dc..contig_101081_14...MM01	SRX802073.99.fa.dc.faa	200
SRX802077.79|contig_50_53|MM16	SRX802077.79	contig_50_53	MM16	SRX802077.79.fa.dc..contig_50_53...MM16	SRX802077.79.fa.dc.faa	192
SRX802143.125|contig_102666_10|IR01	SRX802143.125	contig_102666_10	IR01	SRX802143.125.fa.dc..contig_102666_10...IR01	SRX802143.125.fa.dc.faa	433
SRX802202.149|contig_2365_18|MM01	SRX802202.149	contig_2365_18	MM01	SRX802202.149.fa.dc..contig_2365_18...MM01	SRX802202.149.fa.dc.faa	194
SRX802202.149|contig_5254_56|MM01	SRX802202.149	contig_5254_56	MM01	SRX802202.149.fa.dc..contig_5254_56...MM01	SRX802202.149.fa.dc.faa	200
SRX802202.149|contig_11699_19|MM01	SRX802202.149	contig_11699_19	MM01	SRX802202.149.fa.dc..contig_11699_19...MM01	SRX802202.149.fa.dc.faa	197
SRX802202.1|contig_635_69|MM01	SRX802202.1	contig_635_69	MM01	SRX802202.1.fa.dc..contig_635_69...MM01	SRX802202.1.fa.dc.faa	251
SRX802202.55|contig_118243_13|MM01	SRX802202.55	contig_118243_13	MM01	SRX802202.55.fa.dc..contig_118243_13...MM01	SRX802202.55.fa.dc.faa	235
