clean_id	mag_id_short	protein_token	clade	raw_label	fasta_file	length_aa
ERX556022.4|contig_5415_10|MM01	ERX556022.4	contig_5415_10	MM01	ERX556022.4.fa.dc..contig_5415_10...MM01	ERX556022.4.fa.dc.faa	492
ERX556034.40|contig_310_39|LP01	ERX556034.40	contig_310_39	LP01	ERX556034.40.fa.dc..contig_310_39...LP01	ERX556034.40.fa.dc.faa	509
ERX556037.19|contig_5843_14|MM01	ERX556037.19	contig_5843_14	MM01	ERX556037.19.fa.dc..contig_5843_14...MM01	ERX556037.19.fa.dc.faa	490
ERX556037.25|contig_18949_16|MM01	ERX556037.25	contig_18949_16	MM01	ERX556037.25.fa.dc..contig_18949_16...MM01	ERX556037.25.fa.dc.faa	476
ERX556054.16|contig_6626_56|MM09	ERX556054.16	contig_6626_56	MM09	ERX556054.16.fa.dc..contig_6626_56...MM09	ERX556054.16.fa.dc.faa	560
ERX556054.25|contig_8722_44|MM01	ERX556054.25	contig_8722_44	MM01	ERX556054.25.fa.dc..contig_8722_44...MM01	ERX556054.25.fa.dc.faa	482
ERX556059.13|contig_65447_7|MM12	ERX556059.13	contig_65447_7	MM12	ERX556059.13.fa.dc..contig_65447_7...MM12	ERX556059.13.fa.dc.faa	509
ERX556059.41|contig_8126_16|MM12	ERX556059.41	contig_8126_16	MM12	ERX556059.41.fa.dc..contig_8126_16...MM12	ERX556059.41.fa.dc.faa	526
ERX556060.39|contig_8894_1|MM09	ERX556060.39	contig_8894_1	MM09	ERX556060.39.fa.dc..contig_8894_1...MM09	ERX556060.39.fa.dc.faa	124
ERX556063.22|contig_3057_9|MM05	ERX556063.22	contig_3057_9	MM05	ERX556063.22.fa.dc..contig_3057_9...MM05	ERX556063.22.fa.dc.faa	507
ERX556088.21|contig_6996_41|MM01	ERX556088.21	contig_6996_41	MM01	ERX556088.21.fa.dc..contig_6996_41...MM01	ERX556088.21.fa.dc.faa	492
ERX556091.17|contig_2052_2|MM12	ERX556091.17	contig_2052_2	MM12	ERX556091.17.fa.dc..contig_2052_2...MM12	ERX556091.17.fa.dc.faa	571
ERX556101.28|contig_659_56|LP04	ERX556101.28	contig_659_56	LP04	ERX556101.28.fa.dc..contig_659_56...LP04	ERX556101.28.fa.dc.faa	521
ERX556127.29|contig_44094_10|MM01	ERX556127.29	contig_44094_10	MM01	ERX556127.29.fa.dc..contig_44094_10...MM01	ERX556127.29.fa.dc.faa	504
ERX943717.70|contig_13034_13|LP01	ERX943717.70	contig_13034_13	LP01	ERX943717.70.fa.dc..contig_13034_13...LP01	ERX943717.70.fa.dc.faa	443
SRX802073.110|contig_32365_19|MM01	SRX802073.110	contig_32365_19	MM01	SRX802073.110.fa.dc..contig_32365_19...MM01	SRX802073.110.fa.dc.faa	495
SRX802076.62|contig_4937_6|MM12	SRX802076.62	contig_4937_6	MM12	SRX802076.62.fa.dc..contig_4937_6...MM12	SRX802076.62.fa.dc.faa	522
SRX802189.37|contig_39320_53|MM01	SRX802189.37	contig_39320_53	MM01	SRX802189.37.fa.dc..contig_39320_53...MM01	SRX802189.37.fa.dc.faa	507
SRX802202.7|contig_784_137|MM08	SRX802202.7	contig_784_137	MM08	SRX802202.7.fa.dc..contig_784_137...MM08	SRX802202.7.fa.dc.faa	531
SRX803008.112|contig_49029_14|MM07	SRX803008.112	contig_49029_14	MM07	SRX803008.112.fa.dc..contig_49029_14...MM07	SRX803008.112.fa.dc.faa	43
SRX803008.24|contig_14000_42|MM01	SRX803008.24	contig_14000_42	MM01	SRX803008.24.fa.dc..contig_14000_42...MM01	SRX803008.24.fa.dc.faa	507
