align_id	align_description	matched_label	group
E1ZTD3	E1ZTD3	E1ZTD3	cellular
A0A1B7P5S9	A0A1B7P5S9	A0A1B7P5S9	cellular
Q9X019	Q9X019	Q9X019	cellular
C4R021	C4R021	C4R021	cellular
A0A1H8KJE3	A0A1H8KJE3	A0A1H8KJE3	cellular
Q2GPM1	Q2GPM1	Q2GPM1	cellular
ERX943717.70.fa.dc..contig_13034_13...LP01	ERX943717.70.fa.dc..contig_13034_13...LP01	ERX943717.70.fa.dc..contig_13034_13...LP01	viral
A0A1N7KYS3	A0A1N7KYS3	A0A1N7KYS3	cellular
A0A133UHF7	A0A133UHF7	A0A133UHF7	cellular
I0Z393	I0Z393	I0Z393	cellular
A0A183IBC0	A0A183IBC0	A0A183IBC0	cellular
I2F8Q7	I2F8Q7	I2F8Q7	cellular
K9AE25	K9AE25	K9AE25	cellular
A0A0Q5CQY2	A0A0Q5CQY2	A0A0Q5CQY2	cellular
A0A1I6M8K8	A0A1I6M8K8	A0A1I6M8K8	cellular
A0A1F1IK55	A0A1F1IK55	A0A1F1IK55	cellular
A0A067C8C6	A0A067C8C6	A0A067C8C6	cellular
A0A166RMU0	A0A166RMU0	A0A166RMU0	cellular
A4HH72	A4HH72	A4HH72	cellular
A0A2I0QLC3	A0A2I0QLC3	A0A2I0QLC3	cellular
A0A158PMU2	A0A158PMU2	A0A158PMU2	cellular
A0A0C3KAC8	A0A0C3KAC8	A0A0C3KAC8	cellular
Q18E43	Q18E43	Q18E43	cellular
Q9HM52	Q9HM52	Q9HM52	cellular
M2WG18	M2WG18	M2WG18	cellular
I0YTN4	I0YTN4	I0YTN4	cellular
A0A1I7MQR4	A0A1I7MQR4	A0A1I7MQR4	cellular
N1UZN5	N1UZN5	N1UZN5	cellular
A0A0Q0VRP7	A0A0Q0VRP7	A0A0Q0VRP7	cellular
A0A084QZJ2	A0A084QZJ2	A0A084QZJ2	cellular
ERX552277.13.fa.dc..contig_10353_21...EP05	ERX552277.13.fa.dc..contig_10353_21...EP05	ERX552277.13.fa.dc..contig_10353_21...EP05	viral
ERX555967.111.fa.dc..contig_58202_18...LP01	ERX555967.111.fa.dc..contig_58202_18...LP01	ERX555967.111.fa.dc..contig_58202_18...LP01	viral
ERX555961.47.fa.dc..contig_7436_3...MM09	ERX555961.47.fa.dc..contig_7436_3...MM09	ERX555961.47.fa.dc..contig_7436_3...MM09	viral
ERX555963.2.fa.dc..contig_72872_16...MM07	ERX555963.2.fa.dc..contig_72872_16...MM07	ERX555963.2.fa.dc..contig_72872_16...MM07	viral
ERX555961.17.fa.dc..contig_1036_2...LP01	ERX555961.17.fa.dc..contig_1036_2...LP01	ERX555961.17.fa.dc..contig_1036_2...LP01	viral
ERX555961.3.fa.dc..contig_7957_36...LP01	ERX555961.3.fa.dc..contig_7957_36...LP01	ERX555961.3.fa.dc..contig_7957_36...LP01	viral
ERX555958.4.fa.dc..contig_90_25...MM12	ERX555958.4.fa.dc..contig_90_25...MM12	ERX555958.4.fa.dc..contig_90_25...MM12	viral
ERX555959.40.fa.dc..contig_1852_30...MM05	ERX555959.40.fa.dc..contig_1852_30...MM05	ERX555959.40.fa.dc..contig_1852_30...MM05	viral
ERX552270.10.fa.dc..contig_15547_15...MM09	ERX552270.10.fa.dc..contig_15547_15...MM09	ERX552270.10.fa.dc..contig_15547_15...MM09	viral
ERX552258.48.fa.dc..contig_3719_11...EP05	ERX552258.48.fa.dc..contig_3719_11...EP05	ERX552258.48.fa.dc..contig_3719_11...EP05	viral
ERX552270.24.fa.dc..contig_35096_27...MM01	ERX552270.24.fa.dc..contig_35096_27...MM01	ERX552270.24.fa.dc..contig_35096_27...MM01	viral
ERX552270.114.fa.dc..contig_5668_11...MM01	ERX552270.114.fa.dc..contig_5668_11...MM01	ERX552270.114.fa.dc..contig_5668_11...MM01	viral
ERX552270.56.fa.dc..contig_4343_16...MM09	ERX552270.56.fa.dc..contig_4343_16...MM09	ERX552270.56.fa.dc..contig_4343_16...MM09	viral
ERX552270.42.fa.dc..contig_13650_3...MM09	ERX552270.42.fa.dc..contig_13650_3...MM09	ERX552270.42.fa.dc..contig_13650_3...MM09	viral
ERX552270.94.fa.dc..contig_21913_8...MM01	ERX552270.94.fa.dc..contig_21913_8...MM01	ERX552270.94.fa.dc..contig_21913_8...MM01	viral
ERX555987.30.fa.dc..contig_8198_1...LP01	ERX555987.30.fa.dc..contig_8198_1...LP01	ERX555987.30.fa.dc..contig_8198_1...LP01	viral
ERX555907.104.fa.dc..contig_39435_17...MM05	ERX555907.104.fa.dc..contig_39435_17...MM05	ERX555907.104.fa.dc..contig_39435_17...MM05	viral
A0A150GMG1	A0A150GMG1	A0A150GMG1	cellular
A0A1E3P9P9	A0A1E3P9P9	A0A1E3P9P9	cellular
A0A1E1K2Q0	A0A1E1K2Q0	A0A1E1K2Q0	cellular
A0A2K3D267	A0A2K3D267	A0A2K3D267	cellular
A0A1R4FRI0	A0A1R4FRI0	A0A1R4FRI0	cellular
F7YVI8	F7YVI8	F7YVI8	cellular
A0A1G7GFM4	A0A1G7GFM4	A0A1G7GFM4	cellular
C1N4A5	C1N4A5	C1N4A5	cellular
A0A2H9LDB3	A0A2H9LDB3	A0A2H9LDB3	cellular
D8U430	D8U430	D8U430	cellular
A0A0C7NQK6	A0A0C7NQK6	A0A0C7NQK6	cellular
A0A1J4V0H4	A0A1J4V0H4	A0A1J4V0H4	cellular
A0A1B7LZ18	A0A1B7LZ18	A0A1B7LZ18	cellular
H9UDI2	H9UDI2	H9UDI2	cellular
A0A183J4M6	A0A183J4M6	A0A183J4M6	cellular
R1EIB9	R1EIB9	R1EIB9	cellular
A0A086YA53	A0A086YA53	A0A086YA53	cellular
J3P5D3	J3P5D3	J3P5D3	cellular
A0A1V4C8X8	A0A1V4C8X8	A0A1V4C8X8	cellular
A0A0F7ZTH5	A0A0F7ZTH5	A0A0F7ZTH5	cellular
A0A095YCF8	A0A095YCF8	A0A095YCF8	cellular
A0A0S9DAX9	A0A0S9DAX9	A0A0S9DAX9	cellular
A0A1H8MUL2	A0A1H8MUL2	A0A1H8MUL2	cellular
A0A150G582	A0A150G582	A0A150G582	cellular
A0A250XHB1	A0A250XHB1	A0A250XHB1	cellular
A0A1A2VC87	A0A1A2VC87	A0A1A2VC87	cellular
A7HLE1	A7HLE1	A7HLE1	cellular
K2R962	K2R962	K2R962	cellular
W7TD48	W7TD48	W7TD48	cellular
ERX555913.32.fa.dc..contig_5316_1...MM09	ERX555913.32.fa.dc..contig_5316_1...MM09	ERX555913.32.fa.dc..contig_5316_1...MM09	viral
ERX555913.6.fa.dc..contig_10235_14...MM01	ERX555913.6.fa.dc..contig_10235_14...MM01	ERX555913.6.fa.dc..contig_10235_14...MM01	viral
ERX555907.104.fa.dc..contig_88349_7...MM05	ERX555907.104.fa.dc..contig_88349_7...MM05	ERX555907.104.fa.dc..contig_88349_7...MM05	viral
ERX555907.15.fa.dc..contig_29669_16...MM05	ERX555907.15.fa.dc..contig_29669_16...MM05	ERX555907.15.fa.dc..contig_29669_16...MM05	viral
ERX555907.31.fa.dc..contig_152500_7...LP03	ERX555907.31.fa.dc..contig_152500_7...LP03	ERX555907.31.fa.dc..contig_152500_7...LP03	viral
ERX555907.40.fa.dc..contig_21084_32...MM05	ERX555907.40.fa.dc..contig_21084_32...MM05	ERX555907.40.fa.dc..contig_21084_32...MM05	viral
ERX555907.46.fa.dc..contig_10485_12...MM01	ERX555907.46.fa.dc..contig_10485_12...MM01	ERX555907.46.fa.dc..contig_10485_12...MM01	viral
ERX555907.69.fa.dc..contig_34749_4...LP03	ERX555907.69.fa.dc..contig_34749_4...LP03	ERX555907.69.fa.dc..contig_34749_4...LP03	viral
ERX555907.87.fa.dc..contig_15947_21...MM09	ERX555907.87.fa.dc..contig_15947_21...MM09	ERX555907.87.fa.dc..contig_15947_21...MM09	viral
ERX555907.89.fa.dc..contig_2369_36...MM05	ERX555907.89.fa.dc..contig_2369_36...MM05	ERX555907.89.fa.dc..contig_2369_36...MM05	viral
R1DW77	R1DW77	R1DW77	cellular
A0A1E1K1Z0	A0A1E1K1Z0	A0A1E1K1Z0	cellular
A0A1G6KQK4	A0A1G6KQK4	A0A1G6KQK4	cellular
R1BK18	R1BK18	R1BK18	cellular
A0A250X881	A0A250X881	A0A250X881	cellular
A0A161ZKQ9	A0A161ZKQ9	A0A161ZKQ9	cellular
L8X2L1	L8X2L1	L8X2L1	cellular
A0A2A5QU92	A0A2A5QU92	A0A2A5QU92	cellular
C5CEL4	C5CEL4	C5CEL4	cellular
A0A218ZV78	A0A218ZV78	A0A218ZV78	cellular
S3YCC3	S3YCC3	S3YCC3	cellular
A0A238VE03	A0A238VE03	A0A238VE03	cellular
Q8LP68	Q8LP68	Q8LP68	cellular
A0A1H6HS39	A0A1H6HS39	A0A1H6HS39	cellular
A0A084GCB1	A0A084GCB1	A0A084GCB1	cellular
U1NN54	U1NN54	U1NN54	cellular
C9D2H1	C9D2H1	C9D2H1	cellular
A0A101IDW2	A0A101IDW2	A0A101IDW2	cellular
T0MU78	T0MU78	T0MU78	cellular
A0A094HGM3	A0A094HGM3	A0A094HGM3	cellular
Q0TYI6	Q0TYI6	Q0TYI6	cellular
A0A2A2JQ18	A0A2A2JQ18	A0A2A2JQ18	cellular
W6KP73	W6KP73	W6KP73	cellular
A0A0F7P9Y7	A0A0F7P9Y7	A0A0F7P9Y7	cellular
C1GGG3	C1GGG3	C1GGG3	cellular
A0A024H7J7	A0A024H7J7	A0A024H7J7	cellular
R4VWW6	R4VWW6	R4VWW6	cellular
A0A1E7N0W3	A0A1E7N0W3	A0A1E7N0W3	cellular
M3BTH0	M3BTH0	M3BTH0	cellular
S9V2H1	S9V2H1	S9V2H1	cellular
W1QB81	W1QB81	W1QB81	cellular
S5XK60	S5XK60	S5XK60	cellular
H2J2S7	H2J2S7	H2J2S7	cellular
A0A1M6V239	A0A1M6V239	A0A1M6V239	cellular
A0A183F322	A0A183F322	A0A183F322	cellular
A0A0W1SSL5	A0A0W1SSL5	A0A0W1SSL5	cellular
A0A1X6WX36	A0A1X6WX36	A0A1X6WX36	cellular
A0A0G2HHR5	A0A0G2HHR5	A0A0G2HHR5	cellular
A0A0S7E2J8	A0A0S7E2J8	A0A0S7E2J8	cellular
A0A1H2ND75	A0A1H2ND75	A0A1H2ND75	cellular
A0A165K353	A0A165K353	A0A165K353	cellular
A6LKY9	A6LKY9	A6LKY9	cellular
A0A0D2XM23	A0A0D2XM23	A0A0D2XM23	cellular
T0MTE1	T0MTE1	T0MTE1	cellular
F4H5H0	F4H5H0	F4H5H0	cellular
ERX552243.80.fa.dc..contig_6750_21...MM01	ERX552243.80.fa.dc..contig_6750_21...MM01	ERX552243.80.fa.dc..contig_6750_21...MM01	viral
ERX552252.1.fa.dc..contig_18116_19...MM01	ERX552252.1.fa.dc..contig_18116_19...MM01	ERX552252.1.fa.dc..contig_18116_19...MM01	viral
ERX552252.57.fa.dc..contig_3542_1...LP01	ERX552252.57.fa.dc..contig_3542_1...LP01	ERX552252.57.fa.dc..contig_3542_1...LP01	viral
ERX552255.59.fa.dc..contig_40456_17...MM09	ERX552255.59.fa.dc..contig_40456_17...MM09	ERX552255.59.fa.dc..contig_40456_17...MM09	viral
ERX552256.4.fa.dc..contig_79373_13...MM01	ERX552256.4.fa.dc..contig_79373_13...MM01	ERX552256.4.fa.dc..contig_79373_13...MM01	viral
ERX552256.7.fa.dc..contig_5916_3...MM01	ERX552256.7.fa.dc..contig_5916_3...MM01	ERX552256.7.fa.dc..contig_5916_3...MM01	viral
ERX552256.7.fa.dc..contig_51555_5...MM01	ERX552256.7.fa.dc..contig_51555_5...MM01	ERX552256.7.fa.dc..contig_51555_5...MM01	viral
GCA_000888835.1_ViralProj61011..HM004431.1_252...LP01	GCA_000888835.1_ViralProj61011..HM004431.1_252...LP01	GCA_000888835.1_ViralProj61011..HM004431.1_252...LP01	viral
W4TZT0	W4TZT0	W4TZT0	cellular
A0A2K3D204	A0A2K3D204	A0A2K3D204	cellular
A0A250WZZ2	A0A250WZZ2	A0A250WZZ2	cellular
S9U5H2	S9U5H2	S9U5H2	cellular
A0A1M7T6R3	A0A1M7T6R3	A0A1M7T6R3	cellular
A0A1X3P8V2	A0A1X3P8V2	A0A1X3P8V2	cellular
A0A0D2CW47	A0A0D2CW47	A0A0D2CW47	cellular
F2T1B7	F2T1B7	F2T1B7	cellular
A8N5Q4	A8N5Q4	A8N5Q4	cellular
D2NQT3	D2NQT3	D2NQT3	cellular
W9VD84	W9VD84	W9VD84	cellular
D8QJU4	D8QJU4	D8QJU4	cellular
A0A199NTR6	A0A199NTR6	A0A199NTR6	cellular
U2A269	U2A269	U2A269	cellular
H6BK14	H6BK14	H6BK14	cellular
A0A0M3UGY4	A0A0M3UGY4	A0A0M3UGY4	cellular
L9X3C1	L9X3C1	L9X3C1	cellular
U1MQL5	U1MQL5	U1MQL5	cellular
A0A0M9ULX9	A0A0M9ULX9	A0A0M9ULX9	cellular
Q4GZF1	Q4GZF1	Q4GZF1	cellular
T0LYE5	T0LYE5	T0LYE5	cellular
A0A0S4JEW4	A0A0S4JEW4	A0A0S4JEW4	cellular
A0A0A1CSY6	A0A0A1CSY6	A0A0A1CSY6	cellular
A0A094AVF3	A0A094AVF3	A0A094AVF3	cellular
S9TM49	S9TM49	S9TM49	cellular
A0A1G5EAI8	A0A1G5EAI8	A0A1G5EAI8	cellular
A0A2A2K7Z4	A0A2A2K7Z4	A0A2A2K7Z4	cellular
A0A1Y1RNZ2	A0A1Y1RNZ2	A0A1Y1RNZ2	cellular
A0A1Y1HRV8	A0A1Y1HRV8	A0A1Y1HRV8	cellular
A0A1N7BXV2	A0A1N7BXV2	A0A1N7BXV2	cellular
A0A1R1LD94	A0A1R1LD94	A0A1R1LD94	cellular
U4LXA6	U4LXA6	U4LXA6	cellular
M7MPI7	M7MPI7	M7MPI7	cellular
A9WUL8	A9WUL8	A9WUL8	cellular
W2QTC9	W2QTC9	W2QTC9	cellular
A0A1F1L476	A0A1F1L476	A0A1F1L476	cellular
B5GTM0	B5GTM0	B5GTM0	cellular
D2AQH6	D2AQH6	D2AQH6	cellular
A0A094BGM0	A0A094BGM0	A0A094BGM0	cellular
A0A2A3Y687	A0A2A3Y687	A0A2A3Y687	cellular
A0A067M482	A0A067M482	A0A067M482	cellular
A0A1N2D8M3	A0A1N2D8M3	A0A1N2D8M3	cellular
A0A2G9P4F2	A0A2G9P4F2	A0A2G9P4F2	cellular
A0A1Y3GAB9	A0A1Y3GAB9	A0A1Y3GAB9	cellular
A2SS61	A2SS61	A2SS61	cellular
A0A1I8CL15	A0A1I8CL15	A0A1I8CL15	cellular
