align_id	align_description	matched_label	group
1042876.PPS_4400	1042876.PPS_4400	1042876.PPS_4400	cellular
1001585.MDS_1084	1001585.MDS_1084	1001585.MDS_1084	cellular
SRX803008.7.fa.dc..contig_2788_26...LP01	SRX803008.7.fa.dc..contig_2788_26...LP01	SRX803008.7.fa.dc..contig_2788_26...LP01	viral
160492.XF0959	160492.XF0959	160492.XF0959	cellular
160488.PP_1291	160488.PP_1291	160488.PP_1291	cellular
115713.CPn0106	115713.CPn0106	115713.CPn0106	cellular
1114970.PSF113_4749	1114970.PSF113_4749	1114970.PSF113_4749	cellular
YP_009594663.1	YP_009594663.1	YP_009594663.1	cellular
YP_007007661.1	YP_007007661.1	YP_007007661.1	cellular
ERX556054.16.fa.dc..contig_12_82...MM09	ERX556054.16.fa.dc..contig_12_82...MM09	ERX556054.16.fa.dc..contig_12_82...MM09	viral
ERX552270.56.fa.dc..contig_19407_5...MM09	ERX552270.56.fa.dc..contig_19407_5...MM09	ERX552270.56.fa.dc..contig_19407_5...MM09	viral
ERX556049.12.fa.dc..contig_58822_10...MM01	ERX556049.12.fa.dc..contig_58822_10...MM01	ERX556049.12.fa.dc..contig_58822_10...MM01	viral
ERX556054.14.fa.dc..contig_19896_8...MM01	ERX556054.14.fa.dc..contig_19896_8...MM01	ERX556054.14.fa.dc..contig_19896_8...MM01	viral
ERX556040.51.fa.dc..contig_10697_17...LP01	ERX556040.51.fa.dc..contig_10697_17...LP01	ERX556040.51.fa.dc..contig_10697_17...LP01	viral
ERX556049.12.fa.dc..contig_168_21...MM01	ERX556049.12.fa.dc..contig_168_21...MM01	ERX556049.12.fa.dc..contig_168_21...MM01	viral
ERX556037.7.fa.dc..contig_1271_14...LP01	ERX556037.7.fa.dc..contig_1271_14...LP01	ERX556037.7.fa.dc..contig_1271_14...LP01	viral
ERX556040.45.fa.dc..contig_62602_20...LP01	ERX556040.45.fa.dc..contig_62602_20...LP01	ERX556040.45.fa.dc..contig_62602_20...LP01	viral
ERX552270.10.fa.dc..contig_23559_28...MM09	ERX552270.10.fa.dc..contig_23559_28...MM09	ERX552270.10.fa.dc..contig_23559_28...MM09	viral
ERX552261.44.fa.dc..contig_14302_85...LP03	ERX552261.44.fa.dc..contig_14302_85...LP03	ERX552261.44.fa.dc..contig_14302_85...LP03	viral
ERX552270.24.fa.dc..contig_15452_45...MM01	ERX552270.24.fa.dc..contig_15452_45...MM01	ERX552270.24.fa.dc..contig_15452_45...MM01	viral
ERX552270.116.fa.dc..contig_988_3...MM12	ERX552270.116.fa.dc..contig_988_3...MM12	ERX552270.116.fa.dc..contig_988_3...MM12	viral
ERX552270.42.fa.dc..contig_3082_31...MM09	ERX552270.42.fa.dc..contig_3082_31...MM09	ERX552270.42.fa.dc..contig_3082_31...MM09	viral
ERX552270.27.fa.dc..contig_4795_47...MM01	ERX552270.27.fa.dc..contig_4795_47...MM01	ERX552270.27.fa.dc..contig_4795_47...MM01	viral
ERX552270.51.fa.dc..contig_16838_23...MM01	ERX552270.51.fa.dc..contig_16838_23...MM01	ERX552270.51.fa.dc..contig_16838_23...MM01	viral
ERX556059.7.fa.dc..contig_1052_3...LP01	ERX556059.7.fa.dc..contig_1052_3...LP01	ERX556059.7.fa.dc..contig_1052_3...LP01	viral
XP_018026609.1	XP_018026609.1	XP_018026609.1	cellular
YP_006989115.1	YP_006989115.1	YP_006989115.1	cellular
314278.NB231_12354	314278.NB231_12354	314278.NB231_12354	cellular
ERX555961.43.fa.dc..contig_1773_12...MM09	ERX555961.43.fa.dc..contig_1773_12...MM09	ERX555961.43.fa.dc..contig_1773_12...MM09	viral
ERX555961.43.fa.dc..contig_17878_5...MM09	ERX555961.43.fa.dc..contig_17878_5...MM09	ERX555961.43.fa.dc..contig_17878_5...MM09	viral
ERX555961.47.fa.dc..contig_1339_5...MM09	ERX555961.47.fa.dc..contig_1339_5...MM09	ERX555961.47.fa.dc..contig_1339_5...MM09	viral
ERX555961.47.fa.dc..contig_7436_5...MM09	ERX555961.47.fa.dc..contig_7436_5...MM09	ERX555961.47.fa.dc..contig_7436_5...MM09	viral
ERX555961.17.fa.dc..contig_1036_20...LP01	ERX555961.17.fa.dc..contig_1036_20...LP01	ERX555961.17.fa.dc..contig_1036_20...LP01	viral
ERX555961.3.fa.dc..contig_48754_24...LP01	ERX555961.3.fa.dc..contig_48754_24...LP01	ERX555961.3.fa.dc..contig_48754_24...LP01	viral
ERX555961.42.fa.dc..contig_28485_2...MM09	ERX555961.42.fa.dc..contig_28485_2...MM09	ERX555961.42.fa.dc..contig_28485_2...MM09	viral
ERX555961.42.fa.dc..contig_84451_6...MM09	ERX555961.42.fa.dc..contig_84451_6...MM09	ERX555961.42.fa.dc..contig_84451_6...MM09	viral
883.DvMF_1040	883.DvMF_1040	883.DvMF_1040	cellular
882.DVU0442	882.DVU0442	882.DVU0442	cellular
83406.HDN1F_31960	83406.HDN1F_31960	83406.HDN1F_31960	cellular
76869.PputGB1_4558	76869.PputGB1_4558	76869.PputGB1_4558	cellular
ERX555964.34.fa.dc..contig_21590_4...MM01	ERX555964.34.fa.dc..contig_21590_4...MM01	ERX555964.34.fa.dc..contig_21590_4...MM01	viral
ERX555964.34.fa.dc..contig_28911_11...MM01	ERX555964.34.fa.dc..contig_28911_11...MM01	ERX555964.34.fa.dc..contig_28911_11...MM01	viral
744872.Spica_1222	744872.Spica_1222	744872.Spica_1222	cellular
743721.Psesu_1030	743721.Psesu_1030	743721.Psesu_1030	cellular
264730.PSPPH_1121	264730.PSPPH_1121	264730.PSPPH_1121	cellular
264202.CF0345	264202.CF0345	264202.CF0345	cellular
243161.CmurN_010100001438	243161.CmurN_010100001438	243161.CmurN_010100001438	cellular
236097.ADG881_3012	236097.ADG881_3012	236097.ADG881_3012	cellular
264201.pc0484	264201.pc0484	264201.pc0484	cellular
243274.TM0495	243274.TM0495	243274.TM0495	cellular
223283.PSPTO_1246	223283.PSPTO_1246	223283.PSPTO_1246	cellular
220664.PFL_1027	220664.PFL_1027	220664.PFL_1027	cellular
227941.CCA00666	227941.CCA00666	227941.CCA00666	cellular
225937.HP15_728	225937.HP15_728	225937.HP15_728	cellular
GCA_000888835.1_ViralProj61011..HM004431.1_39...LP01	GCA_000888835.1_ViralProj61011..HM004431.1_39...LP01	GCA_000888835.1_ViralProj61011..HM004431.1_39...LP01	viral
GCA_000889515.1_ViralProj61009..HM004432.1_29...LP01	GCA_000889515.1_ViralProj61009..HM004432.1_29...LP01	GCA_000889515.1_ViralProj61009..HM004432.1_29...LP01	viral
484019.THA_799	484019.THA_799	484019.THA_799	cellular
ERX556119.13.fa.dc..contig_280_2...LP01	ERX556119.13.fa.dc..contig_280_2...LP01	ERX556119.13.fa.dc..contig_280_2...LP01	viral
ERX556127.13.fa.dc..contig_10819_33...LP01	ERX556127.13.fa.dc..contig_10819_33...LP01	ERX556127.13.fa.dc..contig_10819_33...LP01	viral
ERX556127.9.fa.dc..contig_20756_14...LP01	ERX556127.9.fa.dc..contig_20756_14...LP01	ERX556127.9.fa.dc..contig_20756_14...LP01	viral
YP_006987982.1	YP_006987982.1	YP_006987982.1	cellular
ERX633348.16.fa.dc..contig_14222_42...LP01	ERX633348.16.fa.dc..contig_14222_42...LP01	ERX633348.16.fa.dc..contig_14222_42...LP01	viral
ERX633354.21.fa.dc..contig_11421_41...LP01	ERX633354.21.fa.dc..contig_11421_41...LP01	ERX633354.21.fa.dc..contig_11421_41...LP01	viral
ERX943717.70.fa.dc..contig_21258_29...LP01	ERX943717.70.fa.dc..contig_21258_29...LP01	ERX943717.70.fa.dc..contig_21258_29...LP01	viral
ERX943721.3.fa.dc..contig_26088_3...MM01	ERX943721.3.fa.dc..contig_26088_3...MM01	ERX943721.3.fa.dc..contig_26088_3...MM01	viral
ERX552252.1.fa.dc..contig_81377_20...MM01	ERX552252.1.fa.dc..contig_81377_20...MM01	ERX552252.1.fa.dc..contig_81377_20...MM01	viral
ERX552244.17.fa.dc..contig_34560_2...MM09	ERX552244.17.fa.dc..contig_34560_2...MM09	ERX552244.17.fa.dc..contig_34560_2...MM09	viral
ERX552244.17.fa.dc..contig_34560_1...MM09	ERX552244.17.fa.dc..contig_34560_1...MM09	ERX552244.17.fa.dc..contig_34560_1...MM09	viral
YP_009134497.1	YP_009134497.1	YP_009134497.1	cellular
ERX552252.57.fa.dc..contig_4660_8...LP01	ERX552252.57.fa.dc..contig_4660_8...LP01	ERX552252.57.fa.dc..contig_4660_8...LP01	viral
ERX552252.49.fa.dc..contig_84629_12...MM09	ERX552252.49.fa.dc..contig_84629_12...MM09	ERX552252.49.fa.dc..contig_84629_12...MM09	viral
ERX552252.36.fa.dc..contig_1130_7...MM09	ERX552252.36.fa.dc..contig_1130_7...MM09	ERX552252.36.fa.dc..contig_1130_7...MM09	viral
ERX552252.26.fa.dc..contig_2355_34...LP01	ERX552252.26.fa.dc..contig_2355_34...LP01	ERX552252.26.fa.dc..contig_2355_34...LP01	viral
YP_009618446.1	YP_009618446.1	YP_009618446.1	cellular
765952.PUV_17070	765952.PUV_17070	765952.PUV_17070	cellular
YP_009207551.1	YP_009207551.1	YP_009207551.1	cellular
YP_009009345.1	YP_009009345.1	YP_009009345.1	cellular
YP_001294617.1	YP_001294617.1	YP_001294617.1	cellular
YP_009595973.1	YP_009595973.1	YP_009595973.1	cellular
YP_009277172.1	YP_009277172.1	YP_009277172.1	cellular
746360.PFWH6_0999	746360.PFWH6_0999	746360.PFWH6_0999	cellular
469618.FVAG_01825	469618.FVAG_01825	469618.FVAG_01825	cellular
ERX556075.42.fa.dc..contig_13330_32...LP01	ERX556075.42.fa.dc..contig_13330_32...LP01	ERX556075.42.fa.dc..contig_13330_32...LP01	viral
381764.Fnod_0831	381764.Fnod_0831	381764.Fnod_0831	cellular
ERX556060.39.fa.dc..contig_87348_12...MM09	ERX556060.39.fa.dc..contig_87348_12...MM09	ERX556060.39.fa.dc..contig_87348_12...MM09	viral
379731.PST_1172	379731.PST_1172	379731.PST_1172	cellular
351746.Pput_4434	351746.Pput_4434	351746.Pput_4434	cellular
351348.Maqu_2341	351348.Maqu_2341	351348.Maqu_2341	cellular
349521.HCH_01737	349521.HCH_01737	349521.HCH_01737	cellular
349124.Hhal_2200	349124.Hhal_2200	349124.Hhal_2200	cellular
340101.Vvad_PD0047	340101.Vvad_PD0047	340101.Vvad_PD0047	cellular
331636.G5O_0700	331636.G5O_0700	331636.G5O_0700	cellular
331636.CPSIT_0708	331636.CPSIT_0708	331636.CPSIT_0708	cellular
ERX552253.3.fa.dc..contig_6685_5...MM09	ERX552253.3.fa.dc..contig_6685_5...MM09	ERX552253.3.fa.dc..contig_6685_5...MM09	viral
383407.Xoryp_010100010400	383407.Xoryp_010100010400	383407.Xoryp_010100010400	cellular
ERX556101.60.fa.dc..contig_57088_7...LP01	ERX556101.60.fa.dc..contig_57088_7...LP01	ERX556101.60.fa.dc..contig_57088_7...LP01	viral
SRX331703.17.fa.dc..contig_1293_31...MM01	SRX331703.17.fa.dc..contig_1293_31...MM01	SRX331703.17.fa.dc..contig_1293_31...MM01	viral
SRX331703.27.fa.dc..contig_3079_20...MM01	SRX331703.27.fa.dc..contig_3079_20...MM01	SRX331703.27.fa.dc..contig_3079_20...MM01	viral
SRX327520.258.fa.dc..contig_218964_4...MM01	SRX327520.258.fa.dc..contig_218964_4...MM01	SRX327520.258.fa.dc..contig_218964_4...MM01	viral
SRX331703.16.fa.dc..contig_16620_13...MM01	SRX331703.16.fa.dc..contig_16620_13...MM01	SRX331703.16.fa.dc..contig_16620_13...MM01	viral
SRX331703.39.fa.dc..contig_10784_8...MM01	SRX331703.39.fa.dc..contig_10784_8...MM01	SRX331703.39.fa.dc..contig_10784_8...MM01	viral
SRX331703.43.fa.dc..contig_705_8...MM01	SRX331703.43.fa.dc..contig_705_8...MM01	SRX331703.43.fa.dc..contig_705_8...MM01	viral
SRX331703.2.fa.dc..contig_2617_13...MM12	SRX331703.2.fa.dc..contig_2617_13...MM12	SRX331703.2.fa.dc..contig_2617_13...MM12	viral
SRX331703.39.fa.dc..contig_3931_10...MM01	SRX331703.39.fa.dc..contig_3931_10...MM01	SRX331703.39.fa.dc..contig_3931_10...MM01	viral
SRX331703.48.fa.dc..contig_11075_13...MM01	SRX331703.48.fa.dc..contig_11075_13...MM01	SRX331703.48.fa.dc..contig_11075_13...MM01	viral
SRX331950.13.fa.dc..contig_18601_1...MM01	SRX331950.13.fa.dc..contig_18601_1...MM01	SRX331950.13.fa.dc..contig_18601_1...MM01	viral
ERX555907.72.fa.dc..contig_367_15...MM09	ERX555907.72.fa.dc..contig_367_15...MM09	ERX555907.72.fa.dc..contig_367_15...MM09	viral
ERX555907.48.fa.dc..contig_17388_5...MM09	ERX555907.48.fa.dc..contig_17388_5...MM09	ERX555907.48.fa.dc..contig_17388_5...MM09	viral
ERX555907.87.fa.dc..contig_15947_19...MM09	ERX555907.87.fa.dc..contig_15947_19...MM09	ERX555907.87.fa.dc..contig_15947_19...MM09	viral
ERX555907.72.fa.dc..contig_554_5...MM09	ERX555907.72.fa.dc..contig_554_5...MM09	ERX555907.72.fa.dc..contig_554_5...MM09	viral
ERX555907.43.fa.dc..contig_18640_13...LP01	ERX555907.43.fa.dc..contig_18640_13...LP01	ERX555907.43.fa.dc..contig_18640_13...LP01	viral
YP_006906346.1	YP_006906346.1	YP_006906346.1	cellular
ERX555907.45.fa.dc..contig_846_8...MM09	ERX555907.45.fa.dc..contig_846_8...MM09	ERX555907.45.fa.dc..contig_846_8...MM09	viral
ERX555907.43.fa.dc..contig_18640_14...LP01	ERX555907.43.fa.dc..contig_18640_14...LP01	ERX555907.43.fa.dc..contig_18640_14...LP01	viral
YP_009031719.1	YP_009031719.1	YP_009031719.1	cellular
YP_009146045.1	YP_009146045.1	YP_009146045.1	cellular
YP_009194732.1	YP_009194732.1	YP_009194732.1	cellular
YP_006382398.1	YP_006382398.1	YP_006382398.1	cellular
YP_009149858.1	YP_009149858.1	YP_009149858.1	cellular
ERX555907.87.fa.dc..contig_18885_5...MM09	ERX555907.87.fa.dc..contig_18885_5...MM09	ERX555907.87.fa.dc..contig_18885_5...MM09	viral
YP_004306572.1	YP_004306572.1	YP_004306572.1	cellular
YP_006926.1	YP_006926.1	YP_006926.1	cellular
XP_013078548.1	XP_013078548.1	XP_013078548.1	cellular
SRX802143.64.fa.dc..contig_66623_3...MM13	SRX802143.64.fa.dc..contig_66623_3...MM13	SRX802143.64.fa.dc..contig_66623_3...MM13	viral
SRX802143.75.fa.dc..contig_9259_13...LP01	SRX802143.75.fa.dc..contig_9259_13...LP01	SRX802143.75.fa.dc..contig_9259_13...LP01	viral
SRX802143.48.fa.dc..contig_41027_28...MM01	SRX802143.48.fa.dc..contig_41027_28...MM01	SRX802143.48.fa.dc..contig_41027_28...MM01	viral
SRX802143.64.fa.dc..contig_14059_22...MM13	SRX802143.64.fa.dc..contig_14059_22...MM13	SRX802143.64.fa.dc..contig_14059_22...MM13	viral
SRX802189.59.fa.dc..contig_23_26...LP01	SRX802189.59.fa.dc..contig_23_26...LP01	SRX802189.59.fa.dc..contig_23_26...LP01	viral
SRX802202.149.fa.dc..contig_11699_58...MM01	SRX802202.149.fa.dc..contig_11699_58...MM01	SRX802202.149.fa.dc..contig_11699_58...MM01	viral
SRX802189.102.fa.dc..contig_5559_15...MM01	SRX802189.102.fa.dc..contig_5559_15...MM01	SRX802189.102.fa.dc..contig_5559_15...MM01	viral
SRX802189.37.fa.dc..contig_39320_31...MM01	SRX802189.37.fa.dc..contig_39320_31...MM01	SRX802189.37.fa.dc..contig_39320_31...MM01	viral
NP_899539.1	NP_899539.1	NP_899539.1	cellular
SRX802202.75.fa.dc..contig_39965_23...MM01	SRX802202.75.fa.dc..contig_39965_23...MM01	SRX802202.75.fa.dc..contig_39965_23...MM01	viral
SRX803008.24.fa.dc..contig_35254_3...MM01	SRX803008.24.fa.dc..contig_35254_3...MM01	SRX803008.24.fa.dc..contig_35254_3...MM01	viral
ERX555907.43.fa.dc..contig_12879_14...LP01	ERX555907.43.fa.dc..contig_12879_14...LP01	ERX555907.43.fa.dc..contig_12879_14...LP01	viral
ERX556009.10.fa.dc..contig_31520_1...MM01	ERX556009.10.fa.dc..contig_31520_1...MM01	ERX556009.10.fa.dc..contig_31520_1...MM01	viral
ERX556007.6.fa.dc..contig_50563_7...MM01	ERX556007.6.fa.dc..contig_50563_7...MM01	ERX556007.6.fa.dc..contig_50563_7...MM01	viral
ERX555990.11.fa.dc..contig_2920_21...MM09	ERX555990.11.fa.dc..contig_2920_21...MM09	ERX555990.11.fa.dc..contig_2920_21...MM09	viral
ERX555987.30.fa.dc..contig_7589_25...LP01	ERX555987.30.fa.dc..contig_7589_25...LP01	ERX555987.30.fa.dc..contig_7589_25...LP01	viral
ERX556003.9.fa.dc..contig_6744_12...LP01	ERX556003.9.fa.dc..contig_6744_12...LP01	ERX556003.9.fa.dc..contig_6744_12...LP01	viral
ERX556003.46.fa.dc..contig_3647_34...LP01	ERX556003.46.fa.dc..contig_3647_34...LP01	ERX556003.46.fa.dc..contig_3647_34...LP01	viral
ERX556005.35.fa.dc..contig_139293_9...MM09	ERX556005.35.fa.dc..contig_139293_9...MM09	ERX556005.35.fa.dc..contig_139293_9...MM09	viral
ERX556005.35.fa.dc..contig_21759_5...MM09	ERX556005.35.fa.dc..contig_21759_5...MM09	ERX556005.35.fa.dc..contig_21759_5...MM09	viral
ERX556005.37.fa.dc..contig_62602_5...MM09	ERX556005.37.fa.dc..contig_62602_5...MM09	ERX556005.37.fa.dc..contig_62602_5...MM09	viral
ERX556005.37.fa.dc..contig_25028_6...MM09	ERX556005.37.fa.dc..contig_25028_6...MM09	ERX556005.37.fa.dc..contig_25028_6...MM09	viral
ERX555907.98.fa.dc..contig_23996_18...LP01	ERX555907.98.fa.dc..contig_23996_18...LP01	ERX555907.98.fa.dc..contig_23996_18...LP01	viral
YP_009202151.1	YP_009202151.1	YP_009202151.1	cellular
ERX555958.13.fa.dc..contig_1291_29...LP01	ERX555958.13.fa.dc..contig_1291_29...LP01	ERX555958.13.fa.dc..contig_1291_29...LP01	viral
ERX552309.9.fa.dc..contig_721_54...LP01	ERX552309.9.fa.dc..contig_721_54...LP01	ERX552309.9.fa.dc..contig_721_54...LP01	viral
ERX552309.9.fa.dc..contig_224_18...LP01	ERX552309.9.fa.dc..contig_224_18...LP01	ERX552309.9.fa.dc..contig_224_18...LP01	viral
ERX552302.45.fa.dc..contig_9238_16...MM09	ERX552302.45.fa.dc..contig_9238_16...MM09	ERX552302.45.fa.dc..contig_9238_16...MM09	viral
ERX552302.45.fa.dc..contig_2487_5...MM09	ERX552302.45.fa.dc..contig_2487_5...MM09	ERX552302.45.fa.dc..contig_2487_5...MM09	viral
ERX552302.18.fa.dc..contig_5753_6...MM09	ERX552302.18.fa.dc..contig_5753_6...MM09	ERX552302.18.fa.dc..contig_5753_6...MM09	viral
ERX552298.2.fa.dc..contig_178080_7...MM09	ERX552298.2.fa.dc..contig_178080_7...MM09	ERX552298.2.fa.dc..contig_178080_7...MM09	viral
ERX552296.8.fa.dc..contig_12176_61...MM01	ERX552296.8.fa.dc..contig_12176_61...MM01	ERX552296.8.fa.dc..contig_12176_61...MM01	viral
ERX552296.31.fa.dc..contig_2342_2...MM01	ERX552296.31.fa.dc..contig_2342_2...MM01	ERX552296.31.fa.dc..contig_2342_2...MM01	viral
ERX552295.44.fa.dc..contig_18987_33...LP01	ERX552295.44.fa.dc..contig_18987_33...LP01	ERX552295.44.fa.dc..contig_18987_33...LP01	viral
ERX552295.44.fa.dc..contig_1271_91...LP01	ERX552295.44.fa.dc..contig_1271_91...LP01	ERX552295.44.fa.dc..contig_1271_91...LP01	viral
521045.Kole_0235	521045.Kole_0235	521045.Kole_0235	cellular
485915.Dret_0907	485915.Dret_0907	485915.Dret_0907	cellular
XP_017017180.1	XP_017017180.1	XP_017017180.1	cellular
XP_017117736.1	XP_017117736.1	XP_017117736.1	cellular
XP_017118177.1	XP_017118177.1	XP_017118177.1	cellular
XP_016733734.1	XP_016733734.1	XP_016733734.1	cellular
XP_017064760.1	XP_017064760.1	XP_017064760.1	cellular
XP_016732954.1	XP_016732954.1	XP_016732954.1	cellular
445932.Emin_0022	445932.Emin_0022	445932.Emin_0022	cellular
443254.Marpi_0446	443254.Marpi_0446	443254.Marpi_0446	cellular
469615.FGAG_00242	469615.FGAG_00242	469615.FGAG_00242	cellular
45351.NEMVEDRAFT_v1g225060-PA	45351.NEMVEDRAFT_v1g225060-PA	45351.NEMVEDRAFT_v1g225060-PA	cellular
469617.FUAG_01739	469617.FUAG_01739	469617.FUAG_01739	cellular
469616.FMAG_01226	469616.FMAG_01226	469616.FMAG_01226	cellular
YP_006989467.1	YP_006989467.1	YP_006989467.1	cellular
ERX556059.7.fa.dc..contig_111_117...LP01	ERX556059.7.fa.dc..contig_111_117...LP01	ERX556059.7.fa.dc..contig_111_117...LP01	viral
596151.DesfrDRAFT_3245	596151.DesfrDRAFT_3245	596151.DesfrDRAFT_3245	cellular
ERX556032.62.fa.dc..contig_17788_6...MM01	ERX556032.62.fa.dc..contig_17788_6...MM01	ERX556032.62.fa.dc..contig_17788_6...MM01	viral
ERX555954.29.fa.dc..contig_7426_14...MM01	ERX555954.29.fa.dc..contig_7426_14...MM01	ERX555954.29.fa.dc..contig_7426_14...MM01	viral
205922.Pfl01_0963	205922.Pfl01_0963	205922.Pfl01_0963	cellular
207559.Dde_1059	207559.Dde_1059	207559.Dde_1059	cellular
207949.RED65_13842	207949.RED65_13842	207949.RED65_13842	cellular
208964.PA3919	208964.PA3919	208964.PA3919	cellular
187272.Mlg_2481	187272.Mlg_2481	187272.Mlg_2481	cellular
190485.XCC1737	190485.XCC1737	190485.XCC1737	cellular
190486.XAC1756	190486.XAC1756	190486.XAC1756	cellular
205918.Psyr_1066	205918.Psyr_1066	205918.Psyr_1066	cellular
216595.PFLU0994	216595.PFLU0994	216595.PFLU0994	cellular
218497.CAB636	218497.CAB636	218497.CAB636	cellular
ERX556034.16.fa.dc..contig_68112_7...MM09	ERX556034.16.fa.dc..contig_68112_7...MM09	ERX556034.16.fa.dc..contig_68112_7...MM09	viral
ERX556034.16.fa.dc..contig_34036_6...MM09	ERX556034.16.fa.dc..contig_34036_6...MM09	ERX556034.16.fa.dc..contig_34036_6...MM09	viral
ERX552288.95.fa.dc..contig_5412_5...MM01	ERX552288.95.fa.dc..contig_5412_5...MM01	ERX552288.95.fa.dc..contig_5412_5...MM01	viral
ERX552288.95.fa.dc..contig_10523_14...MM01	ERX552288.95.fa.dc..contig_10523_14...MM01	ERX552288.95.fa.dc..contig_10523_14...MM01	viral
ERX556035.15.fa.dc..contig_5103_42...LP01	ERX556035.15.fa.dc..contig_5103_42...LP01	ERX556035.15.fa.dc..contig_5103_42...LP01	viral
ERX556034.40.fa.dc..contig_310_23...LP01	ERX556034.40.fa.dc..contig_310_23...LP01	ERX556034.40.fa.dc..contig_310_23...LP01	viral
ERX556034.38.fa.dc..contig_80926_40...LP01	ERX556034.38.fa.dc..contig_80926_40...LP01	ERX556034.38.fa.dc..contig_80926_40...LP01	viral
