align_id	align_description	matched_label	group
XP_005763033.1	XP_005763033.1	XP_005763033.1	cellular
XP_007509288.1	XP_007509288.1	XP_007509288.1	cellular
306264.CUP0406	306264.CUP0406	306264.CUP0406	cellular
313612.L8106_09156	313612.L8106_09156	313612.L8106_09156	cellular
2850.Phatr26290	2850.Phatr26290	2850.Phatr26290	cellular
306254.CCO0895	306254.CCO0895	306254.CCO0895	cellular
316278.SynRCC307_2508	316278.SynRCC307_2508	316278.SynRCC307_2508	cellular
316279.Syncc9902_2296	316279.Syncc9902_2296	316279.Syncc9902_2296	cellular
313624.N9414_09531	313624.N9414_09531	313624.N9414_09531	cellular
313625.BL107_06779	313625.BL107_06779	313625.BL107_06779	cellular
273121.WS1187	273121.WS1187	273121.WS1187	cellular
272843.PM0204	272843.PM0204	272843.PM0204	cellular
221360.RS9917_05945	221360.RS9917_05945	221360.RS9917_05945	cellular
221359.RS9916_37397	221359.RS9916_37397	221359.RS9916_37397	cellular
232348.SCB01_010100004092	232348.SCB01_010100004092	232348.SCB01_010100004092	cellular
221988.MS2369	221988.MS2369	221988.MS2369	cellular
235279.HH1737	235279.HH1737	235279.HH1737	cellular
232363.SCB02_010100002192	232363.SCB02_010100002192	232363.SCB02_010100002192	cellular
269084.syc0637_d	269084.syc0637_d	269084.syc0637_d	cellular
240292.Ava_0569	240292.Ava_0569	240292.Ava_0569	cellular
84588.SYNW2500	84588.SYNW2500	84588.SYNW2500	cellular
85962.HP0779	85962.HP0779	85962.HP0779	cellular
85963.jhp0716	85963.jhp0716	85963.jhp0716	cellular
887324.HMPREF0027_1035	887324.HMPREF0027_1035	887324.HMPREF0027_1035	cellular
74546.PMT9312_1793	74546.PMT9312_1793	74546.PMT9312_1793	cellular
74547.PMT2249	74547.PMT2249	74547.PMT2249	cellular
756067.MicvaDRAFT_4630	756067.MicvaDRAFT_4630	756067.MicvaDRAFT_4630	cellular
768670.Calni_0986	768670.Calni_0986	768670.Calni_0986	cellular
887324.HMPREF0027_1036	887324.HMPREF0027_1036	887324.HMPREF0027_1036	cellular
907239.HPSA_03745	907239.HPSA_03745	907239.HPSA_03745	cellular
203124.Tery_0664	203124.Tery_0664	203124.Tery_0664	cellular
205914.HS_1270	205914.HS_1270	205914.HS_1270	cellular
167555.NATL1_21811	167555.NATL1_21811	167555.NATL1_21811	cellular
180281.CPCC7001_2665	180281.CPCC7001_2665	180281.CPCC7001_2665	cellular
192222.Cj0835c	192222.Cj0835c	192222.Cj0835c	cellular
197221.tlr0693	197221.tlr0693	197221.tlr0693	cellular
166314.SH8109_0542	166314.SH8109_0542	166314.SH8109_0542	cellular
167539.Pro1866	167539.Pro1866	167539.Pro1866	cellular
167542.P9515_18911	167542.P9515_18911	167542.P9515_18911	cellular
167546.P9301_18911	167546.P9301_18911	167546.P9301_18911	cellular
717231.Flexsi_0686	717231.Flexsi_0686	717231.Flexsi_0686	cellular
710393.HSUHS1_0247	710393.HSUHS1_0247	710393.HSUHS1_0247	cellular
679897.HMU05550	679897.HMU05550	679897.HMU05550	cellular
669262.COK_0517	669262.COK_0517	669262.COK_0517	cellular
667128.HMPREF0621_1739	667128.HMPREF0621_1739	667128.HMPREF0621_1739	cellular
65393.PCC7424_3213	65393.PCC7424_3213	65393.PCC7424_3213	cellular
70448.Q01EA0	70448.Q01EA0	70448.Q01EA0	cellular
696747.NIES39_C03550	696747.NIES39_C03550	696747.NIES39_C03550	cellular
69042.WH5701_02574	69042.WH5701_02574	69042.WH5701_02574	cellular
683083.C414_000220022	683083.C414_000220022	683083.C414_000220022	cellular
1035188.HMPREF9952_1134	1035188.HMPREF9952_1134	1035188.HMPREF9952_1134	cellular
1005058.UMN179_01929	1005058.UMN179_01929	1005058.UMN179_01929	cellular
1002804.HBZC1_06010	1002804.HBZC1_06010	1002804.HBZC1_06010	cellular
1148.SYNGTS_2985	1148.SYNGTS_2985	1148.SYNGTS_2985	cellular
1140.Synpcc7942_0903	1140.Synpcc7942_0903	1140.Synpcc7942_0903	cellular
110662.Syncc9605_2667	110662.Syncc9605_2667	110662.Syncc9605_2667	cellular
103690.all1267	103690.all1267	103690.all1267	cellular
146891.A9601_19101	146891.A9601_19101	146891.A9601_19101	cellular
118168.MC7420_594	118168.MC7420_594	118168.MC7420_594	cellular
63737.Npun_F1921	63737.Npun_F1921	63737.Npun_F1921	cellular
637911.AM305_00689	637911.AM305_00689	637911.AM305_00689	cellular
59931.WH7805_09579	59931.WH7805_09579	59931.WH7805_09579	cellular
613026.HRAG_00783	613026.HRAG_00783	613026.HRAG_00783	cellular
591023.AM202_04806	591023.AM202_04806	591023.AM202_04806	cellular
59919.PMM1700	59919.PMM1700	59919.PMM1700	cellular
556267.HWAG_00762	556267.HWAG_00762	556267.HWAG_00762	cellular
557723.HAPS_2277	557723.HAPS_2277	557723.HAPS_2277	cellular
639282.DEFDS_0917	639282.DEFDS_0917	639282.DEFDS_0917	cellular
64471.sync_2910	64471.sync_2910	64471.sync_2910	cellular
537971.HCCG_01411	537971.HCCG_01411	537971.HCCG_01411	cellular
537970.HCMG_00684	537970.HCMG_00684	537970.HCMG_00684	cellular
551115.Aazo_3996	551115.Aazo_3996	551115.Aazo_3996	cellular
ERX288975.8.fa.dc..contig_12831_4...MM01	ERX288975.8.fa.dc..contig_12831_4...MM01	ERX288975.8.fa.dc..contig_12831_4...MM01	viral
533240.CRC_02272	533240.CRC_02272	533240.CRC_02272	cellular
525898.Sdel_0970	525898.Sdel_0970	525898.Sdel_0970	cellular
537970.HCAN_1005	537970.HCAN_1005	537970.HCAN_1005	cellular
533247.CRD_01659	533247.CRD_01659	533247.CRD_01659	cellular
93060.P9215_19731	93060.P9215_19731	93060.P9215_19731	cellular
936155.HFELIS_02910	936155.HFELIS_02910	936155.HFELIS_02910	cellular
91464.S7335_5333	91464.S7335_5333	91464.S7335_5333	cellular
93059.P9211_18341	93059.P9211_18341	93059.P9211_18341	cellular
ERX288965.16.fa.dc..contig_2422_13...MM01	ERX288965.16.fa.dc..contig_2422_13...MM01	ERX288965.16.fa.dc..contig_2422_13...MM01	viral
ERX288973.1.fa.dc..contig_356_12...MM01	ERX288973.1.fa.dc..contig_356_12...MM01	ERX288973.1.fa.dc..contig_356_12...MM01	viral
983328.CFV354_1073	983328.CFV354_1073	983328.CFV354_1073	cellular
ERX288947.1.fa.dc..contig_4850_13...MM01	ERX288947.1.fa.dc..contig_4850_13...MM01	ERX288947.1.fa.dc..contig_4850_13...MM01	viral
ERX288973.1.fa.dc..contig_356_13...MM01	ERX288973.1.fa.dc..contig_356_13...MM01	ERX288973.1.fa.dc..contig_356_13...MM01	viral
513049.AmaxDRAFT_4130	513049.AmaxDRAFT_4130	513049.AmaxDRAFT_4130	cellular
522772.Dacet_2353	522772.Dacet_2353	522772.Dacet_2353	cellular
537972.HPMG_00496	537972.HPMG_00496	537972.HPMG_00496	cellular
391612.CY0110_16327	391612.CY0110_16327	391612.CY0110_16327	cellular
395961.Cyan7425_3206	395961.Cyan7425_3206	395961.Cyan7425_3206	cellular
41431.PCC8801_1881	41431.PCC8801_1881	41431.PCC8801_1881	cellular
436017.A4RSV0	436017.A4RSV0	436017.A4RSV0	cellular
43989.cce_3280	43989.cce_3280	43989.cce_3280	cellular
449447.MAE_61240	449447.MAE_61240	449447.MAE_61240	cellular
489825.LYNGBM3L_42770	489825.LYNGBM3L_42770	489825.LYNGBM3L_42770	cellular
497965.Cyan7822_0752	497965.Cyan7822_0752	497965.Cyan7822_0752	cellular
ERX555907.48.fa.dc..contig_3127_17...MM09	ERX555907.48.fa.dc..contig_3127_17...MM09	ERX555907.48.fa.dc..contig_3127_17...MM09	viral
ERX552302.42.fa.dc..contig_30774_14...MM01	ERX552302.42.fa.dc..contig_30774_14...MM01	ERX552302.42.fa.dc..contig_30774_14...MM01	viral
ERX552254.32.fa.dc..contig_19166_34...MM01	ERX552254.32.fa.dc..contig_19166_34...MM01	ERX552254.32.fa.dc..contig_19166_34...MM01	viral
ERX552252.49.fa.dc..contig_7299_10...MM09	ERX552252.49.fa.dc..contig_7299_10...MM09	ERX552252.49.fa.dc..contig_7299_10...MM09	viral
ERX552256.7.fa.dc..contig_23928_4...MM01	ERX552256.7.fa.dc..contig_23928_4...MM01	ERX552256.7.fa.dc..contig_23928_4...MM01	viral
ERX552256.7.fa.dc..contig_5916_13...MM01	ERX552256.7.fa.dc..contig_5916_13...MM01	ERX552256.7.fa.dc..contig_5916_13...MM01	viral
ERX552274.9.fa.dc..contig_13358_14...MM01	ERX552274.9.fa.dc..contig_13358_14...MM01	ERX552274.9.fa.dc..contig_13358_14...MM01	viral
ERX552274.30.fa.dc..contig_19128_12...MM01	ERX552274.30.fa.dc..contig_19128_12...MM01	ERX552274.30.fa.dc..contig_19128_12...MM01	viral
ERX552296.45.fa.dc..contig_89073_3...MM01	ERX552296.45.fa.dc..contig_89073_3...MM01	ERX552296.45.fa.dc..contig_89073_3...MM01	viral
ERX552288.111.fa.dc..contig_19603_32...MM01	ERX552288.111.fa.dc..contig_19603_32...MM01	ERX552288.111.fa.dc..contig_19603_32...MM01	viral
