seq_id	score	matched_sites	mismatched_sites	gap_or_x_sites	high_confidence_matches	high_confidence_total	moderate_confidence_matches	moderate_confidence_total	high_confidence_match_fraction	moderate_confidence_match_fraction	raw_length	description
ERX555951.15|contig_1905_36|MM09	25.672551245850453	35	1	0	16	16	19	20	1.0	0.95	354	ERX555951.15|contig_1905_36|MM09 source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX555951.15 protein=contig_1905_36 clade=MM09
ERX556005.37|contig_9478_40|MM09	25.672551245850453	35	1	0	16	16	19	20	1.0	0.95	354	ERX556005.37|contig_9478_40|MM09 source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX556005.37 protein=contig_9478_40 clade=MM09
ERX556034.16|contig_14072_13|MM09	25.672551245850453	35	1	0	16	16	19	20	1.0	0.95	354	ERX556034.16|contig_14072_13|MM09 source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX556034.16 protein=contig_14072_13 clade=MM09
ERX556054.16|contig_6626_50|MM09	25.672551245850453	35	1	0	16	16	19	20	1.0	0.95	354	ERX556054.16|contig_6626_50|MM09 source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX556054.16 protein=contig_6626_50 clade=MM09
ERX555907.87|contig_5701_26|MM09	24.989441147350956	34	2	0	16	16	18	20	1.0	0.9	338	ERX555907.87|contig_5701_26|MM09 source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX555907.87 protein=contig_5701_26 clade=MM09
ERX555990.11|contig_14252_11|MM09	24.989441147350956	34	2	0	16	16	18	20	1.0	0.9	338	ERX555990.11|contig_14252_11|MM09 source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX555990.11 protein=contig_14252_11 clade=MM09
ERX556134.17|contig_8517_11|MM09	24.989441147350956	34	2	0	16	16	18	20	1.0	0.9	338	ERX556134.17|contig_8517_11|MM09 source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX556134.17 protein=contig_8517_11 clade=MM09
ERX552298.2|contig_230615_4|MM09	24.66661365954833	34	2	0	15	16	19	20	0.9375	0.95	383	ERX552298.2|contig_230615_4|MM09 source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX552298.2 protein=contig_230615_4 clade=MM09
ERX555951.28|contig_1884_12|MM09	24.301785803523284	33	3	0	16	16	17	20	1.0	0.85	338	ERX555951.28|contig_1884_12|MM09 source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX555951.28 protein=contig_1884_12 clade=MM09
ERX555961.47|contig_3220_24|MM09	24.301785803523284	33	3	0	16	16	17	20	1.0	0.85	337	ERX555961.47|contig_3220_24|MM09 source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX555961.47 protein=contig_3220_24 clade=MM09
ERX555941.31|contig_48368_9|MM09	24.243272961766863	33	3	0	16	16	17	20	1.0	0.85	324	ERX555941.31|contig_48368_9|MM09 source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX555941.31 protein=contig_48368_9 clade=MM09
ERX555945.3|contig_5025_37|MM09	24.243272961766863	33	3	0	16	16	17	20	1.0	0.85	324	ERX555945.3|contig_5025_37|MM09 source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX555945.3 protein=contig_5025_37 clade=MM09
ERX556015.14|contig_79042_12|MM09	24.243272961766863	33	3	0	16	16	17	20	1.0	0.85	324	ERX556015.14|contig_79042_12|MM09 source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX556015.14 protein=contig_79042_12 clade=MM09
ERX556103.23|contig_10695_23|MM09	24.015205208844097	33	3	0	16	16	17	20	1.0	0.85	327	ERX556103.23|contig_10695_23|MM09 source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX556103.23 protein=contig_10695_23 clade=MM09
SRX802073.70|contig_16018_10|nan	22.857433414680425	31	5	0	16	16	15	20	1.0	0.75	729	SRX802073.70|contig_16018_10|nan source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=SRX802073.70 protein=contig_16018_10 clade=nan
ERX556009.10|contig_10740_38|nan	22.51372081226857	31	5	0	16	16	15	20	1.0	0.75	687	ERX556009.10|contig_10740_38|nan source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX556009.10 protein=contig_10740_38 clade=nan
SRX802202.1|contig_635_46|MM01	22.36545375896837	31	5	0	16	16	15	20	1.0	0.75	329	SRX802202.1|contig_635_46|MM01 source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=SRX802202.1 protein=contig_635_46 clade=MM01
SRX802077.162|contig_16348_10|nan	21.654611910491898	30	6	0	15	16	15	20	0.9375	0.75	699	SRX802077.162|contig_16348_10|nan source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=SRX802077.162 protein=contig_16348_10 clade=nan
SRX802143.81|contig_7339_2|nan	21.21257711535318	29	7	0	16	16	13	20	1.0	0.65	704	SRX802143.81|contig_7339_2|nan source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=SRX802143.81 protein=contig_7339_2 clade=nan
ERX556009.10|contig_11263_28|nan	20.687625350609732	29	7	0	14	16	15	20	0.875	0.75	708	ERX556009.10|contig_11263_28|nan source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX556009.10 protein=contig_11263_28 clade=nan
SRX802073.68|contig_39798_5|nan	20.389422736230642	28	8	0	16	16	12	20	1.0	0.6	708	SRX802073.68|contig_39798_5|nan source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=SRX802073.68 protein=contig_39798_5 clade=nan
ERX556049.12|contig_641_18|nan	19.992605558655388	28	8	0	14	16	14	20	0.875	0.7	708	ERX556049.12|contig_641_18|nan source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX556049.12 protein=contig_641_18 clade=nan
ERX555952.65|contig_26895_17|nan	19.69164597294317	27	9	0	16	16	11	20	1.0	0.55	715	ERX555952.65|contig_26895_17|nan source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX555952.65 protein=contig_26895_17 clade=nan
ERX556094.26|contig_23978_8|nan	19.69164597294317	27	9	0	16	16	11	20	1.0	0.55	715	ERX556094.26|contig_23978_8|nan source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX556094.26 protein=contig_23978_8 clade=nan
ERX556031.42|contig_18428_25|nan	19.618342003468054	27	9	0	16	16	11	20	1.0	0.55	705	ERX556031.42|contig_18428_25|nan source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX556031.42 protein=contig_18428_25 clade=nan
ERX552243.92|contig_14178_17|nan	19.366627467888566	27	9	0	15	16	12	20	0.9375	0.6	700	ERX552243.92|contig_14178_17|nan source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX552243.92 protein=contig_14178_17 clade=nan
ERX552296.31|contig_17530_26|nan	19.340736829943243	27	9	0	14	16	13	20	0.875	0.65	716	ERX552296.31|contig_17530_26|nan source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX552296.31 protein=contig_17530_26 clade=nan
ERX552254.32|contig_8057_7|nan	18.371223437731896	26	10	0	13	16	13	20	0.8125	0.65	682	ERX552254.32|contig_8057_7|nan source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX552254.32 protein=contig_8057_7 clade=nan
ERX552274.5|contig_4262_7|nan	18.371223437731896	26	10	0	13	16	13	20	0.8125	0.65	682	ERX552274.5|contig_4262_7|nan source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX552274.5 protein=contig_4262_7 clade=nan
ERX556088.18|contig_8456_7|nan	18.371223437731896	26	10	0	13	16	13	20	0.8125	0.65	682	ERX556088.18|contig_8456_7|nan source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX556088.18 protein=contig_8456_7 clade=nan
SRX802202.149|contig_11699_9|nan	18.004036656916284	25	11	0	15	16	10	20	0.9375	0.5	711	SRX802202.149|contig_11699_9|nan source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=SRX802202.149 protein=contig_11699_9 clade=nan
SRX802073.62|contig_44950_17|MM07	5.479095342362296	13	23	0	4	16	9	20	0.25	0.45	331	SRX802073.62|contig_44950_17|MM07 source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=SRX802073.62 protein=contig_44950_17 clade=MM07
SRX802077.79|contig_42997_11|MM16	4.215398408189567	11	24	1	4	16	7	20	0.25	0.35	334	SRX802077.79|contig_42997_11|MM16 source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=SRX802077.79 protein=contig_42997_11 clade=MM16
ERX555965.60|contig_20713_3|MM01	3.6262646326136085	10	26	0	3	16	7	20	0.1875	0.35	342	ERX555965.60|contig_20713_3|MM01 source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX555965.60 protein=contig_20713_3 clade=MM01
ERX556045.12|contig_60835_9|MM01	3.6262646326136085	10	26	0	3	16	7	20	0.1875	0.35	342	ERX556045.12|contig_60835_9|MM01 source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX556045.12 protein=contig_60835_9 clade=MM01
ERX555965.10|contig_7490_11|MM01	1.4895197186855964	8	27	1	2	16	6	20	0.125	0.3	335	ERX555965.10|contig_7490_11|MM01 source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX555965.10 protein=contig_7490_11 clade=MM01
ERX556094.51|contig_78260_12|MM16	1.4549961252106474	8	27	1	2	16	6	20	0.125	0.3	334	ERX556094.51|contig_78260_12|MM16 source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX556094.51 protein=contig_78260_12 clade=MM16
ERX556028.57|contig_1014_16|MM01	0.7374160180504126	7	29	0	2	16	5	20	0.125	0.25	338	ERX556028.57|contig_1014_16|MM01 source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX556028.57 protein=contig_1014_16 clade=MM01
ERX552257.96|contig_14060_4|MM11	-0.6813909413530675	6	30	0	0	16	6	20	0.0	0.3	339	ERX552257.96|contig_14060_4|MM11 source=viral family=Glycolysis_Glyc_3_P_dehydrogenase mag=ERX552257.96 protein=contig_14060_4 clade=MM11
