clean_id	mag_id_short	protein_token	clade	raw_label	fasta_file	length_aa
ERX555965.60|contig_20713_3|MM01	ERX555965.60	contig_20713_3	MM01	ERX555965.60.fa.dc..contig_20713_3...MM01	ERX555965.60.fa.dc.faa	342
ERX555990.11|contig_14252_11|MM09	ERX555990.11	contig_14252_11	MM09	ERX555990.11.fa.dc..contig_14252_11...MM09	ERX555990.11.fa.dc.faa	338
ERX556005.35|contig_32831_14|MM09	ERX556005.35	contig_32831_14	MM09	ERX556005.35.fa.dc..contig_32831_14...MM09	ERX556005.35.fa.dc.faa	353
ERX556005.37|contig_9478_40|MM09	ERX556005.37	contig_9478_40	MM09	ERX556005.37.fa.dc..contig_9478_40...MM09	ERX556005.37.fa.dc.faa	354
ERX556015.14|contig_79042_12|MM09	ERX556015.14	contig_79042_12	MM09	ERX556015.14.fa.dc..contig_79042_12...MM09	ERX556015.14.fa.dc.faa	324
ERX556028.57|contig_1014_16|MM01	ERX556028.57	contig_1014_16	MM01	ERX556028.57.fa.dc..contig_1014_16...MM01	ERX556028.57.fa.dc.faa	338
ERX556034.16|contig_14072_13|MM09	ERX556034.16	contig_14072_13	MM09	ERX556034.16.fa.dc..contig_14072_13...MM09	ERX556034.16.fa.dc.faa	354
ERX556045.12|contig_60835_9|MM01	ERX556045.12	contig_60835_9	MM01	ERX556045.12.fa.dc..contig_60835_9...MM01	ERX556045.12.fa.dc.faa	342
ERX556054.16|contig_6626_50|MM09	ERX556054.16	contig_6626_50	MM09	ERX556054.16.fa.dc..contig_6626_50...MM09	ERX556054.16.fa.dc.faa	354
ERX556060.39|contig_47646_17|MM09	ERX556060.39	contig_47646_17	MM09	ERX556060.39.fa.dc..contig_47646_17...MM09	ERX556060.39.fa.dc.faa	353
ERX556094.51|contig_78260_12|MM16	ERX556094.51	contig_78260_12	MM16	ERX556094.51.fa.dc..contig_78260_12...MM16	ERX556094.51.fa.dc.faa	334
ERX556103.23|contig_10695_23|MM09	ERX556103.23	contig_10695_23	MM09	ERX556103.23.fa.dc..contig_10695_23...MM09	ERX556103.23.fa.dc.faa	327
ERX556134.17|contig_8517_11|MM09	ERX556134.17	contig_8517_11	MM09	ERX556134.17.fa.dc..contig_8517_11...MM09	ERX556134.17.fa.dc.faa	338
SRX802073.62|contig_44950_17|MM07	SRX802073.62	contig_44950_17	MM07	SRX802073.62.fa.dc..contig_44950_17...MM07	SRX802073.62.fa.dc.faa	331
SRX802077.79|contig_42997_11|MM16	SRX802077.79	contig_42997_11	MM16	SRX802077.79.fa.dc..contig_42997_11...MM16	SRX802077.79.fa.dc.faa	334
SRX802202.1|contig_635_46|MM01	SRX802202.1	contig_635_46	MM01	SRX802202.1.fa.dc..contig_635_46...MM01	SRX802202.1.fa.dc.faa	329
ERX552243.92|contig_14178_17|nan	ERX552243.92	contig_14178_17	nan	ERX552243.92.fa.dc..contig_14178_17...MM01_0-344	ERX552243.92.fa.dc.faa	700
ERX552254.32|contig_8057_7|nan	ERX552254.32	contig_8057_7	nan	ERX552254.32.fa.dc..contig_8057_7...MM01_0-343	ERX552254.32.fa.dc.faa	682
ERX552274.5|contig_4262_7|nan	ERX552274.5	contig_4262_7	nan	ERX552274.5.fa.dc..contig_4262_7...MM01_0-343	ERX552274.5.fa.dc.faa	682
ERX552296.31|contig_17530_26|nan	ERX552296.31	contig_17530_26	nan	ERX552296.31.fa.dc..contig_17530_26...MM01_0-338	ERX552296.31.fa.dc.faa	716
ERX555952.65|contig_26895_17|nan	ERX555952.65	contig_26895_17	nan	ERX555952.65.fa.dc..contig_26895_17...MM16_0-341	ERX555952.65.fa.dc.faa	715
ERX556009.10|contig_10740_38|nan	ERX556009.10	contig_10740_38	nan	ERX556009.10.fa.dc..contig_10740_38...MM01_0-343	ERX556009.10.fa.dc.faa	687
ERX556009.10|contig_11263_28|nan	ERX556009.10	contig_11263_28	nan	ERX556009.10.fa.dc..contig_11263_28...MM01_0-343	ERX556009.10.fa.dc.faa	708
ERX556031.42|contig_18428_25|nan	ERX556031.42	contig_18428_25	nan	ERX556031.42.fa.dc..contig_18428_25...MM01_0-337	ERX556031.42.fa.dc.faa	705
ERX556049.12|contig_641_18|nan	ERX556049.12	contig_641_18	nan	ERX556049.12.fa.dc..contig_641_18...MM01_0-343	ERX556049.12.fa.dc.faa	708
ERX556088.18|contig_8456_7|nan	ERX556088.18	contig_8456_7	nan	ERX556088.18.fa.dc..contig_8456_7...MM01_0-343	ERX556088.18.fa.dc.faa	682
ERX556094.26|contig_23978_8|nan	ERX556094.26	contig_23978_8	nan	ERX556094.26.fa.dc..contig_23978_8...MM16_0-341	ERX556094.26.fa.dc.faa	715
SRX802073.68|contig_39798_5|nan	SRX802073.68	contig_39798_5	nan	SRX802073.68.fa.dc..contig_39798_5...MM01_0-337	SRX802073.68.fa.dc.faa	708
SRX802073.70|contig_16018_10|nan	SRX802073.70	contig_16018_10	nan	SRX802073.70.fa.dc..contig_16018_10...MM01_0-344	SRX802073.70.fa.dc.faa	729
SRX802077.162|contig_16348_10|nan	SRX802077.162	contig_16348_10	nan	SRX802077.162.fa.dc..contig_16348_10...MM01_0-343	SRX802077.162.fa.dc.faa	699
SRX802143.81|contig_7339_2|nan	SRX802143.81	contig_7339_2	nan	SRX802143.81.fa.dc..contig_7339_2...MM01_0-342	SRX802143.81.fa.dc.faa	704
SRX802202.149|contig_11699_9|nan	SRX802202.149	contig_11699_9	nan	SRX802202.149.fa.dc..contig_11699_9...MM01_0-344	SRX802202.149.fa.dc.faa	711
