clean_id	mag_id_short	protein_token	clade	raw_label	fasta_file	length_aa
ERX552302.25|contig_16075_6|MM01	ERX552302.25	contig_16075_6	MM01	ERX552302.25.fa.dc..contig_16075_6...MM01	ERX552302.25.fa.dc.faa	232
ERX552302.42|contig_30774_15|MM01	ERX552302.42	contig_30774_15	MM01	ERX552302.42.fa.dc..contig_30774_15...MM01	ERX552302.42.fa.dc.faa	234
ERX552302.45|contig_2309_11|MM09	ERX552302.45	contig_2309_11	MM09	ERX552302.45.fa.dc..contig_2309_11...MM09	ERX552302.45.fa.dc.faa	237
ERX552302.45|contig_9238_15|MM09	ERX552302.45	contig_9238_15	MM09	ERX552302.45.fa.dc..contig_9238_15...MM09	ERX552302.45.fa.dc.faa	153
ERX555907.45|contig_179_25|MM09	ERX555907.45	contig_179_25	MM09	ERX555907.45.fa.dc..contig_179_25...MM09	ERX555907.45.fa.dc.faa	237
ERX555907.48|contig_17388_2|MM09	ERX555907.48	contig_17388_2	MM09	ERX555907.48.fa.dc..contig_17388_2...MM09	ERX555907.48.fa.dc.faa	234
ERX555907.69|contig_34749_1|LP03	ERX555907.69	contig_34749_1	LP03	ERX555907.69.fa.dc..contig_34749_1...LP03	ERX555907.69.fa.dc.faa	174
ERX555907.72|contig_554_4|MM09	ERX555907.72	contig_554_4	MM09	ERX555907.72.fa.dc..contig_554_4...MM09	ERX555907.72.fa.dc.faa	146
ERX555907.72|contig_2255_41|MM09	ERX555907.72	contig_2255_41	MM09	ERX555907.72.fa.dc..contig_2255_41...MM09	ERX555907.72.fa.dc.faa	236
ERX555907.87|contig_1795_11|MM09	ERX555907.87	contig_1795_11	MM09	ERX555907.87.fa.dc..contig_1795_11...MM09	ERX555907.87.fa.dc.faa	125
ERX555913.32|contig_8258_46|MM09	ERX555913.32	contig_8258_46	MM09	ERX555913.32.fa.dc..contig_8258_46...MM09	ERX555913.32.fa.dc.faa	237
ERX555913.32|contig_17255_10|MM09	ERX555913.32	contig_17255_10	MM09	ERX555913.32.fa.dc..contig_17255_10...MM09	ERX555913.32.fa.dc.faa	126
ERX555917.28|contig_404_25|MM09	ERX555917.28	contig_404_25	MM09	ERX555917.28.fa.dc..contig_404_25...MM09	ERX555917.28.fa.dc.faa	237
ERX555926.27|contig_351_15|MM01	ERX555926.27	contig_351_15	MM01	ERX555926.27.fa.dc..contig_351_15...MM01	ERX555926.27.fa.dc.faa	234
ERX555926.32|contig_26568_17|MM16	ERX555926.32	contig_26568_17	MM16	ERX555926.32.fa.dc..contig_26568_17...MM16	ERX555926.32.fa.dc.faa	133
ERX555926.32|contig_26568_18|MM16	ERX555926.32	contig_26568_18	MM16	ERX555926.32.fa.dc..contig_26568_18...MM16	ERX555926.32.fa.dc.faa	205
ERX555945.3|contig_6012_18|MM09	ERX555945.3	contig_6012_18	MM09	ERX555945.3.fa.dc..contig_6012_18...MM09	ERX555945.3.fa.dc.faa	234
ERX555951.15|contig_471_9|MM09	ERX555951.15	contig_471_9	MM09	ERX555951.15.fa.dc..contig_471_9...MM09	ERX555951.15.fa.dc.faa	240
ERX555951.15|contig_51296_7|MM09	ERX555951.15	contig_51296_7	MM09	ERX555951.15.fa.dc..contig_51296_7...MM09	ERX555951.15.fa.dc.faa	148
ERX555951.28|contig_64698_14|MM09	ERX555951.28	contig_64698_14	MM09	ERX555951.28.fa.dc..contig_64698_14...MM09	ERX555951.28.fa.dc.faa	234
ERX555951.28|contig_105159_8|MM09	ERX555951.28	contig_105159_8	MM09	ERX555951.28.fa.dc..contig_105159_8...MM09	ERX555951.28.fa.dc.faa	130
ERX555961.43|contig_774_20|MM09	ERX555961.43	contig_774_20	MM09	ERX555961.43.fa.dc..contig_774_20...MM09	ERX555961.43.fa.dc.faa	237
ERX555961.47|contig_42_24|MM09	ERX555961.47	contig_42_24	MM09	ERX555961.47.fa.dc..contig_42_24...MM09	ERX555961.47.fa.dc.faa	234
ERX555961.47|contig_1710_37|MM09	ERX555961.47	contig_1710_37	MM09	ERX555961.47.fa.dc..contig_1710_37...MM09	ERX555961.47.fa.dc.faa	130
ERX555964.34|contig_18882_34|MM01	ERX555964.34	contig_18882_34	MM01	ERX555964.34.fa.dc..contig_18882_34...MM01	ERX555964.34.fa.dc.faa	56
ERX555967.26|contig_3048_51|MM01	ERX555967.26	contig_3048_51	MM01	ERX555967.26.fa.dc..contig_3048_51...MM01	ERX555967.26.fa.dc.faa	241
ERX555967.81|contig_20121_26|MM01	ERX555967.81	contig_20121_26	MM01	ERX555967.81.fa.dc..contig_20121_26...MM01	ERX555967.81.fa.dc.faa	230
ERX555978.20|contig_24397_2|MM09	ERX555978.20	contig_24397_2	MM09	ERX555978.20.fa.dc..contig_24397_2...MM09	ERX555978.20.fa.dc.faa	234
ERX555987.28|contig_15542_40|MM09	ERX555987.28	contig_15542_40	MM09	ERX555987.28.fa.dc..contig_15542_40...MM09	ERX555987.28.fa.dc.faa	237
ERX555990.11|contig_699_6|MM09	ERX555990.11	contig_699_6	MM09	ERX555990.11.fa.dc..contig_699_6...MM09	ERX555990.11.fa.dc.faa	125
ERX555997.39|contig_58978_23|MM12	ERX555997.39	contig_58978_23	MM12	ERX555997.39.fa.dc..contig_58978_23...MM12	ERX555997.39.fa.dc.faa	42
ERX556005.35|contig_1072_23|MM09	ERX556005.35	contig_1072_23	MM09	ERX556005.35.fa.dc..contig_1072_23...MM09	ERX556005.35.fa.dc.faa	237
ERX556005.37|contig_21658_7|MM09	ERX556005.37	contig_21658_7	MM09	ERX556005.37.fa.dc..contig_21658_7...MM09	ERX556005.37.fa.dc.faa	236
ERX556005.53|contig_56506_18|LP04	ERX556005.53	contig_56506_18	LP04	ERX556005.53.fa.dc..contig_56506_18...LP04	ERX556005.53.fa.dc.faa	253
ERX556009.10|contig_8666_27|MM01	ERX556009.10	contig_8666_27	MM01	ERX556009.10.fa.dc..contig_8666_27...MM01	ERX556009.10.fa.dc.faa	242
ERX556015.14|contig_110100_17|MM09	ERX556015.14	contig_110100_17	MM09	ERX556015.14.fa.dc..contig_110100_17...MM09	ERX556015.14.fa.dc.faa	234
ERX556031.42|contig_30532_12|MM01	ERX556031.42	contig_30532_12	MM01	ERX556031.42.fa.dc..contig_30532_12...MM01	ERX556031.42.fa.dc.faa	234
ERX556034.16|contig_33791_6|MM09	ERX556034.16	contig_33791_6	MM09	ERX556034.16.fa.dc..contig_33791_6...MM09	ERX556034.16.fa.dc.faa	236
ERX556034.5|contig_28193_27|LP04	ERX556034.5	contig_28193_27	LP04	ERX556034.5.fa.dc..contig_28193_27...LP04	ERX556034.5.fa.dc.faa	234
ERX556037.19|contig_3706_4|MM01	ERX556037.19	contig_3706_4	MM01	ERX556037.19.fa.dc..contig_3706_4...MM01	ERX556037.19.fa.dc.faa	238
ERX556049.12|contig_18569_17|MM01	ERX556049.12	contig_18569_17	MM01	ERX556049.12.fa.dc..contig_18569_17...MM01	ERX556049.12.fa.dc.faa	255
ERX556054.16|contig_10611_10|MM09	ERX556054.16	contig_10611_10	MM09	ERX556054.16.fa.dc..contig_10611_10...MM09	ERX556054.16.fa.dc.faa	148
ERX556054.16|contig_55688_19|MM09	ERX556054.16	contig_55688_19	MM09	ERX556054.16.fa.dc..contig_55688_19...MM09	ERX556054.16.fa.dc.faa	240
ERX556060.39|contig_38135_24|MM09	ERX556060.39	contig_38135_24	MM09	ERX556060.39.fa.dc..contig_38135_24...MM09	ERX556060.39.fa.dc.faa	237
ERX556106.20|contig_1611_175|MM01	ERX556106.20	contig_1611_175	MM01	ERX556106.20.fa.dc..contig_1611_175...MM01	ERX556106.20.fa.dc.faa	237
ERX556127.29|contig_14182_32|MM01	ERX556127.29	contig_14182_32	MM01	ERX556127.29.fa.dc..contig_14182_32...MM01	ERX556127.29.fa.dc.faa	232
ERX556134.17|contig_202_12|MM09	ERX556134.17	contig_202_12	MM09	ERX556134.17.fa.dc..contig_202_12...MM09	ERX556134.17.fa.dc.faa	125
