clean_id	mag_id_short	protein_token	clade	raw_label	fasta_file	length_aa
ERX552270.62|contig_29355_5|MM01	ERX552270.62	contig_29355_5	MM01	ERX552270.62.fa.dc..contig_29355_5...MM01	ERX552270.62.fa.dc.faa	226
ERX552270.65|contig_44471_14|MM01	ERX552270.65	contig_44471_14	MM01	ERX552270.65.fa.dc..contig_44471_14...MM01	ERX552270.65.fa.dc.faa	238
ERX552270.73|contig_150102_9|MM01	ERX552270.73	contig_150102_9	MM01	ERX552270.73.fa.dc..contig_150102_9...MM01	ERX552270.73.fa.dc.faa	255
ERX552270.74|contig_14940_16|MM01	ERX552270.74	contig_14940_16	MM01	ERX552270.74.fa.dc..contig_14940_16...MM01	ERX552270.74.fa.dc.faa	234
ERX552270.94|contig_74652_9|MM01	ERX552270.94	contig_74652_9	MM01	ERX552270.94.fa.dc..contig_74652_9...MM01	ERX552270.94.fa.dc.faa	228
ERX552274.30|contig_9197_5|MM01	ERX552274.30	contig_9197_5	MM01	ERX552274.30.fa.dc..contig_9197_5...MM01	ERX552274.30.fa.dc.faa	230
ERX552274.9|contig_10206_5|MM01	ERX552274.9	contig_10206_5	MM01	ERX552274.9.fa.dc..contig_10206_5...MM01	ERX552274.9.fa.dc.faa	230
ERX552277.6|contig_12834_10|EP01	ERX552277.6	contig_12834_10	EP01	ERX552277.6.fa.dc..contig_12834_10...EP01	ERX552277.6.fa.dc.faa	289
ERX552288.111|contig_19603_3|MM01	ERX552288.111	contig_19603_3	MM01	ERX552288.111.fa.dc..contig_19603_3...MM01	ERX552288.111.fa.dc.faa	237
ERX552288.39|contig_656_5|MM01	ERX552288.39	contig_656_5	MM01	ERX552288.39.fa.dc..contig_656_5...MM01	ERX552288.39.fa.dc.faa	229
ERX552288.49|contig_11881_60|EP01	ERX552288.49	contig_11881_60	EP01	ERX552288.49.fa.dc..contig_11881_60...EP01	ERX552288.49.fa.dc.faa	241
ERX552288.95|contig_5412_13|MM01	ERX552288.95	contig_5412_13	MM01	ERX552288.95.fa.dc..contig_5412_13...MM01	ERX552288.95.fa.dc.faa	221
ERX552290.18|contig_532_65|MM01	ERX552290.18	contig_532_65	MM01	ERX552290.18.fa.dc..contig_532_65...MM01	ERX552290.18.fa.dc.faa	230
ERX552292.53|contig_28474_13|MM01	ERX552292.53	contig_28474_13	MM01	ERX552292.53.fa.dc..contig_28474_13...MM01	ERX552292.53.fa.dc.faa	228
ERX552296.13|contig_9877_21|MM01	ERX552296.13	contig_9877_21	MM01	ERX552296.13.fa.dc..contig_9877_21...MM01	ERX552296.13.fa.dc.faa	239
ERX552296.13|contig_16925_2|MM01	ERX552296.13	contig_16925_2	MM01	ERX552296.13.fa.dc..contig_16925_2...MM01	ERX552296.13.fa.dc.faa	228
ERX552296.13|contig_23833_17|MM01	ERX552296.13	contig_23833_17	MM01	ERX552296.13.fa.dc..contig_23833_17...MM01	ERX552296.13.fa.dc.faa	221
ERX552296.13|contig_23833_19|MM01	ERX552296.13	contig_23833_19	MM01	ERX552296.13.fa.dc..contig_23833_19...MM01	ERX552296.13.fa.dc.faa	244
ERX552296.31|contig_2342_8|MM01	ERX552296.31	contig_2342_8	MM01	ERX552296.31.fa.dc..contig_2342_8...MM01	ERX552296.31.fa.dc.faa	228
ERX552296.31|contig_2342_79|MM01	ERX552296.31	contig_2342_79	MM01	ERX552296.31.fa.dc..contig_2342_79...MM01	ERX552296.31.fa.dc.faa	225
ERX552296.3|contig_46952_1|MM01	ERX552296.3	contig_46952_1	MM01	ERX552296.3.fa.dc..contig_46952_1...MM01	ERX552296.3.fa.dc.faa	104
ERX552296.8|contig_17648_5|MM01	ERX552296.8	contig_17648_5	MM01	ERX552296.8.fa.dc..contig_17648_5...MM01	ERX552296.8.fa.dc.faa	232
ERX552297.60|contig_8351_39|MM05	ERX552297.60	contig_8351_39	MM05	ERX552297.60.fa.dc..contig_8351_39...MM05	ERX552297.60.fa.dc.faa	235
ERX552298.27|contig_1983_4|MM01	ERX552298.27	contig_1983_4	MM01	ERX552298.27.fa.dc..contig_1983_4...MM01	ERX552298.27.fa.dc.faa	321
ERX552300.47|contig_5585_34|MM01	ERX552300.47	contig_5585_34	MM01	ERX552300.47.fa.dc..contig_5585_34...MM01	ERX552300.47.fa.dc.faa	230
ERX552302.42|contig_7778_10|MM01	ERX552302.42	contig_7778_10	MM01	ERX552302.42.fa.dc..contig_7778_10...MM01	ERX552302.42.fa.dc.faa	239
ERX552302.47|contig_1893_40|MM01	ERX552302.47	contig_1893_40	MM01	ERX552302.47.fa.dc..contig_1893_40...MM01	ERX552302.47.fa.dc.faa	224
ERX555907.46|contig_21758_20|MM01	ERX555907.46	contig_21758_20	MM01	ERX555907.46.fa.dc..contig_21758_20...MM01	ERX555907.46.fa.dc.faa	238
ERX555913.6|contig_22445_22|MM01	ERX555913.6	contig_22445_22	MM01	ERX555913.6.fa.dc..contig_22445_22...MM01	ERX555913.6.fa.dc.faa	233
ERX555919.35|contig_6909_3|LP04	ERX555919.35	contig_6909_3	LP04	ERX555919.35.fa.dc..contig_6909_3...LP04	ERX555919.35.fa.dc.faa	225
ERX555926.27|contig_43730_35|MM01	ERX555926.27	contig_43730_35	MM01	ERX555926.27.fa.dc..contig_43730_35...MM01	ERX555926.27.fa.dc.faa	236
ERX555926.39|contig_33728_27|MM01	ERX555926.39	contig_33728_27	MM01	ERX555926.39.fa.dc..contig_33728_27...MM01	ERX555926.39.fa.dc.faa	225
ERX555933.22|contig_2209_65|MM01	ERX555933.22	contig_2209_65	MM01	ERX555933.22.fa.dc..contig_2209_65...MM01	ERX555933.22.fa.dc.faa	217
ERX555943.12|contig_340_1|MM01	ERX555943.12	contig_340_1	MM01	ERX555943.12.fa.dc..contig_340_1...MM01	ERX555943.12.fa.dc.faa	201
ERX555943.14|contig_724_5|MM01	ERX555943.14	contig_724_5	MM01	ERX555943.14.fa.dc..contig_724_5...MM01	ERX555943.14.fa.dc.faa	220
ERX555943.9|contig_1393_4|MM01	ERX555943.9	contig_1393_4	MM01	ERX555943.9.fa.dc..contig_1393_4...MM01	ERX555943.9.fa.dc.faa	241
ERX555947.21|contig_14468_17|MM05	ERX555947.21	contig_14468_17	MM05	ERX555947.21.fa.dc..contig_14468_17...MM05	ERX555947.21.fa.dc.faa	245
ERX555952.65|contig_73014_6|MM16	ERX555952.65	contig_73014_6	MM16	ERX555952.65.fa.dc..contig_73014_6...MM16	ERX555952.65.fa.dc.faa	250
ERX555954.29|contig_12733_18|MM01	ERX555954.29	contig_12733_18	MM01	ERX555954.29.fa.dc..contig_12733_18...MM01	ERX555954.29.fa.dc.faa	249
ERX555957.21|contig_1422_3|MM07	ERX555957.21	contig_1422_3	MM07	ERX555957.21.fa.dc..contig_1422_3...MM07	ERX555957.21.fa.dc.faa	221
ERX555957.21|contig_77963_10|MM07	ERX555957.21	contig_77963_10	MM07	ERX555957.21.fa.dc..contig_77963_10...MM07	ERX555957.21.fa.dc.faa	181
ERX555963.29|contig_685_2|MM01	ERX555963.29	contig_685_2	MM01	ERX555963.29.fa.dc..contig_685_2...MM01	ERX555963.29.fa.dc.faa	227
ERX555964.34|contig_6604_52|MM01	ERX555964.34	contig_6604_52	MM01	ERX555964.34.fa.dc..contig_6604_52...MM01	ERX555964.34.fa.dc.faa	256
ERX555964.34|contig_28911_21|MM01	ERX555964.34	contig_28911_21	MM01	ERX555964.34.fa.dc..contig_28911_21...MM01	ERX555964.34.fa.dc.faa	223
ERX555965.48|contig_40708_34|MM01	ERX555965.48	contig_40708_34	MM01	ERX555965.48.fa.dc..contig_40708_34...MM01	ERX555965.48.fa.dc.faa	173
ERX555965.5|contig_95850_19|MM01	ERX555965.5	contig_95850_19	MM01	ERX555965.5.fa.dc..contig_95850_19...MM01	ERX555965.5.fa.dc.faa	228
ERX555967.107|contig_16484_11|MM05	ERX555967.107	contig_16484_11	MM05	ERX555967.107.fa.dc..contig_16484_11...MM05	ERX555967.107.fa.dc.faa	240
ERX555967.90|contig_8010_30|MM01	ERX555967.90	contig_8010_30	MM01	ERX555967.90.fa.dc..contig_8010_30...MM01	ERX555967.90.fa.dc.faa	225
ERX555984.23|contig_23947_31|EP05	ERX555984.23	contig_23947_31	EP05	ERX555984.23.fa.dc..contig_23947_31...EP05	ERX555984.23.fa.dc.faa	239
ERX555997.23|contig_21989_5|MM01	ERX555997.23	contig_21989_5	MM01	ERX555997.23.fa.dc..contig_21989_5...MM01	ERX555997.23.fa.dc.faa	231
ERX555997.5|contig_23797_7|MM01	ERX555997.5	contig_23797_7	MM01	ERX555997.5.fa.dc..contig_23797_7...MM01	ERX555997.5.fa.dc.faa	213
ERX556003.31|contig_25393_23|MM01	ERX556003.31	contig_25393_23	MM01	ERX556003.31.fa.dc..contig_25393_23...MM01	ERX556003.31.fa.dc.faa	202
ERX556009.10|contig_16154_3|MM01	ERX556009.10	contig_16154_3	MM01	ERX556009.10.fa.dc..contig_16154_3...MM01	ERX556009.10.fa.dc.faa	232
ERX556009.6|contig_22603_5|MM01	ERX556009.6	contig_22603_5	MM01	ERX556009.6.fa.dc..contig_22603_5...MM01	ERX556009.6.fa.dc.faa	221
ERX556019.13|contig_5488_6|MM01	ERX556019.13	contig_5488_6	MM01	ERX556019.13.fa.dc..contig_5488_6...MM01	ERX556019.13.fa.dc.faa	220
ERX556019.45|contig_1744_94|MM01	ERX556019.45	contig_1744_94	MM01	ERX556019.45.fa.dc..contig_1744_94...MM01	ERX556019.45.fa.dc.faa	241
ERX556022.14|contig_15444_6|MM01	ERX556022.14	contig_15444_6	MM01	ERX556022.14.fa.dc..contig_15444_6...MM01	ERX556022.14.fa.dc.faa	241
ERX556028.57|contig_5730_60|MM01	ERX556028.57	contig_5730_60	MM01	ERX556028.57.fa.dc..contig_5730_60...MM01	ERX556028.57.fa.dc.faa	229
ERX556031.42|contig_7300_22|MM01	ERX556031.42	contig_7300_22	MM01	ERX556031.42.fa.dc..contig_7300_22...MM01	ERX556031.42.fa.dc.faa	229
ERX556032.62|contig_12729_17|MM01	ERX556032.62	contig_12729_17	MM01	ERX556032.62.fa.dc..contig_12729_17...MM01	ERX556032.62.fa.dc.faa	190
ERX556037.19|contig_55654_17|MM01	ERX556037.19	contig_55654_17	MM01	ERX556037.19.fa.dc..contig_55654_17...MM01	ERX556037.19.fa.dc.faa	229
ERX556037.23|contig_4039_11|MM01	ERX556037.23	contig_4039_11	MM01	ERX556037.23.fa.dc..contig_4039_11...MM01	ERX556037.23.fa.dc.faa	229
ERX556049.12|contig_803_38|MM01	ERX556049.12	contig_803_38	MM01	ERX556049.12.fa.dc..contig_803_38...MM01	ERX556049.12.fa.dc.faa	258
ERX556049.12|contig_803_71|MM01	ERX556049.12	contig_803_71	MM01	ERX556049.12.fa.dc..contig_803_71...MM01	ERX556049.12.fa.dc.faa	233
ERX556054.14|contig_2943_4|MM01	ERX556054.14	contig_2943_4	MM01	ERX556054.14.fa.dc..contig_2943_4...MM01	ERX556054.14.fa.dc.faa	221
ERX556054.25|contig_1471_16|MM01	ERX556054.25	contig_1471_16	MM01	ERX556054.25.fa.dc..contig_1471_16...MM01	ERX556054.25.fa.dc.faa	229
ERX556068.30|contig_60910_18|MM01	ERX556068.30	contig_60910_18	MM01	ERX556068.30.fa.dc..contig_60910_18...MM01	ERX556068.30.fa.dc.faa	225
ERX556094.31|contig_9548_12|MM05	ERX556094.31	contig_9548_12	MM05	ERX556094.31.fa.dc..contig_9548_12...MM05	ERX556094.31.fa.dc.faa	239
ERX556101.13|contig_3433_19|MM01	ERX556101.13	contig_3433_19	MM01	ERX556101.13.fa.dc..contig_3433_19...MM01	ERX556101.13.fa.dc.faa	231
ERX556106.20|contig_1611_82|MM01	ERX556106.20	contig_1611_82	MM01	ERX556106.20.fa.dc..contig_1611_82...MM01	ERX556106.20.fa.dc.faa	230
ERX556126.22|contig_4379_36|MM05	ERX556126.22	contig_4379_36	MM05	ERX556126.22.fa.dc..contig_4379_36...MM05	ERX556126.22.fa.dc.faa	235
ERX556127.29|contig_14182_19|MM01	ERX556127.29	contig_14182_19	MM01	ERX556127.29.fa.dc..contig_14182_19...MM01	ERX556127.29.fa.dc.faa	217
SRX327520.18|contig_50027_31|MM01	SRX327520.18	contig_50027_31	MM01	SRX327520.18.fa.dc..contig_50027_31...MM01	SRX327520.18.fa.dc.faa	229
SRX327520.258|contig_68985_2|MM01	SRX327520.258	contig_68985_2	MM01	SRX327520.258.fa.dc..contig_68985_2...MM01	SRX327520.258.fa.dc.faa	227
SRX330942.33|contig_178_32|MM18	SRX330942.33	contig_178_32	MM18	SRX330942.33.fa.dc..contig_178_32...MM18	SRX330942.33.fa.dc.faa	223
SRX331703.16|contig_625_11|MM01	SRX331703.16	contig_625_11	MM01	SRX331703.16.fa.dc..contig_625_11...MM01	SRX331703.16.fa.dc.faa	240
SRX331703.17|contig_2407_21|MM01	SRX331703.17	contig_2407_21	MM01	SRX331703.17.fa.dc..contig_2407_21...MM01	SRX331703.17.fa.dc.faa	226
SRX331703.27|contig_7_17|MM01	SRX331703.27	contig_7_17	MM01	SRX331703.27.fa.dc..contig_7_17...MM01	SRX331703.27.fa.dc.faa	276
SRX331703.2|contig_2617_35|MM12	SRX331703.2	contig_2617_35	MM12	SRX331703.2.fa.dc..contig_2617_35...MM12	SRX331703.2.fa.dc.faa	214
SRX331703.39|contig_559_50|MM01	SRX331703.39	contig_559_50	MM01	SRX331703.39.fa.dc..contig_559_50...MM01	SRX331703.39.fa.dc.faa	268
SRX331703.39|contig_3823_12|MM01	SRX331703.39	contig_3823_12	MM01	SRX331703.39.fa.dc..contig_3823_12...MM01	SRX331703.39.fa.dc.faa	238
SRX331703.43|contig_8568_26|MM01	SRX331703.43	contig_8568_26	MM01	SRX331703.43.fa.dc..contig_8568_26...MM01	SRX331703.43.fa.dc.faa	249
SRX331703.43|contig_11366_32|MM01	SRX331703.43	contig_11366_32	MM01	SRX331703.43.fa.dc..contig_11366_32...MM01	SRX331703.43.fa.dc.faa	251
SRX331950.13|contig_5319_3|MM01	SRX331950.13	contig_5319_3	MM01	SRX331950.13.fa.dc..contig_5319_3...MM01	SRX331950.13.fa.dc.faa	263
SRX331950.13|contig_10743_20|MM01	SRX331950.13	contig_10743_20	MM01	SRX331950.13.fa.dc..contig_10743_20...MM01	SRX331950.13.fa.dc.faa	249
SRX331950.31|contig_861_54|MM01	SRX331950.31	contig_861_54	MM01	SRX331950.31.fa.dc..contig_861_54...MM01	SRX331950.31.fa.dc.faa	276
SRX331950.43|contig_378_12|MM01	SRX331950.43	contig_378_12	MM01	SRX331950.43.fa.dc..contig_378_12...MM01	SRX331950.43.fa.dc.faa	226
SRX331950.8|contig_10302_18|MM12	SRX331950.8	contig_10302_18	MM12	SRX331950.8.fa.dc..contig_10302_18...MM12	SRX331950.8.fa.dc.faa	233
SRX802073.50|contig_170_44|MM01	SRX802073.50	contig_170_44	MM01	SRX802073.50.fa.dc..contig_170_44...MM01	SRX802073.50.fa.dc.faa	231
SRX802073.61|contig_162_6|MM01	SRX802073.61	contig_162_6	MM01	SRX802073.61.fa.dc..contig_162_6...MM01	SRX802073.61.fa.dc.faa	240
SRX802073.61|contig_2043_81|MM01	SRX802073.61	contig_2043_81	MM01	SRX802073.61.fa.dc..contig_2043_81...MM01	SRX802073.61.fa.dc.faa	221
SRX802073.68|contig_24774_11|MM01	SRX802073.68	contig_24774_11	MM01	SRX802073.68.fa.dc..contig_24774_11...MM01	SRX802073.68.fa.dc.faa	228
SRX802073.74|contig_130683_11|MM01	SRX802073.74	contig_130683_11	MM01	SRX802073.74.fa.dc..contig_130683_11...MM01	SRX802073.74.fa.dc.faa	221
SRX802073.99|contig_28561_5|MM01	SRX802073.99	contig_28561_5	MM01	SRX802073.99.fa.dc..contig_28561_5...MM01	SRX802073.99.fa.dc.faa	245
SRX802073.99|contig_41367_10|MM01	SRX802073.99	contig_41367_10	MM01	SRX802073.99.fa.dc..contig_41367_10...MM01	SRX802073.99.fa.dc.faa	275
SRX802073.99|contig_130373_18|MM01	SRX802073.99	contig_130373_18	MM01	SRX802073.99.fa.dc..contig_130373_18...MM01	SRX802073.99.fa.dc.faa	215
SRX802074.42|contig_9393_3|MM01	SRX802074.42	contig_9393_3	MM01	SRX802074.42.fa.dc..contig_9393_3...MM01	SRX802074.42.fa.dc.faa	221
SRX802074.80|contig_23945_6|MM05	SRX802074.80	contig_23945_6	MM05	SRX802074.80.fa.dc..contig_23945_6...MM05	SRX802074.80.fa.dc.faa	229
SRX802077.119|contig_132_38|MM13	SRX802077.119	contig_132_38	MM13	SRX802077.119.fa.dc..contig_132_38...MM13	SRX802077.119.fa.dc.faa	240
SRX802077.122|contig_47721_36|MM01	SRX802077.122	contig_47721_36	MM01	SRX802077.122.fa.dc..contig_47721_36...MM01	SRX802077.122.fa.dc.faa	224
SRX802077.138|contig_10599_2|MM08	SRX802077.138	contig_10599_2	MM08	SRX802077.138.fa.dc..contig_10599_2...MM08	SRX802077.138.fa.dc.faa	224
SRX802077.162|contig_58852_7|MM01	SRX802077.162	contig_58852_7	MM01	SRX802077.162.fa.dc..contig_58852_7...MM01	SRX802077.162.fa.dc.faa	229
SRX802077.162|contig_76026_22|MM01	SRX802077.162	contig_76026_22	MM01	SRX802077.162.fa.dc..contig_76026_22...MM01	SRX802077.162.fa.dc.faa	224
SRX802077.163|contig_68043_22|LP04	SRX802077.163	contig_68043_22	LP04	SRX802077.163.fa.dc..contig_68043_22...LP04	SRX802077.163.fa.dc.faa	222
SRX802077.94|contig_67809_10|MM01	SRX802077.94	contig_67809_10	MM01	SRX802077.94.fa.dc..contig_67809_10...MM01	SRX802077.94.fa.dc.faa	269
SRX802143.113|contig_8900_41|MM01	SRX802143.113	contig_8900_41	MM01	SRX802143.113.fa.dc..contig_8900_41...MM01	SRX802143.113.fa.dc.faa	221
SRX802143.26|contig_28156_26|MM01	SRX802143.26	contig_28156_26	MM01	SRX802143.26.fa.dc..contig_28156_26...MM01	SRX802143.26.fa.dc.faa	276
SRX802143.48|contig_57618_26|MM01	SRX802143.48	contig_57618_26	MM01	SRX802143.48.fa.dc..contig_57618_26...MM01	SRX802143.48.fa.dc.faa	230
SRX802143.64|contig_22699_4|MM13	SRX802143.64	contig_22699_4	MM13	SRX802143.64.fa.dc..contig_22699_4...MM13	SRX802143.64.fa.dc.faa	226
SRX802143.64|contig_24887_7|MM13	SRX802143.64	contig_24887_7	MM13	SRX802143.64.fa.dc..contig_24887_7...MM13	SRX802143.64.fa.dc.faa	232
SRX802189.102|contig_46226_25|MM01	SRX802189.102	contig_46226_25	MM01	SRX802189.102.fa.dc..contig_46226_25...MM01	SRX802189.102.fa.dc.faa	230
SRX802189.37|contig_2544_5|MM01	SRX802189.37	contig_2544_5	MM01	SRX802189.37.fa.dc..contig_2544_5...MM01	SRX802189.37.fa.dc.faa	236
SRX802202.149|contig_7999_44|MM01	SRX802202.149	contig_7999_44	MM01	SRX802202.149.fa.dc..contig_7999_44...MM01	SRX802202.149.fa.dc.faa	231
SRX802202.24|contig_6698_54|LP04	SRX802202.24	contig_6698_54	LP04	SRX802202.24.fa.dc..contig_6698_54...LP04	SRX802202.24.fa.dc.faa	222
SRX802202.55|contig_55307_44|MM01	SRX802202.55	contig_55307_44	MM01	SRX802202.55.fa.dc..contig_55307_44...MM01	SRX802202.55.fa.dc.faa	237
SRX802202.63|contig_36203_6|MM01	SRX802202.63	contig_36203_6	MM01	SRX802202.63.fa.dc..contig_36203_6...MM01	SRX802202.63.fa.dc.faa	281
SRX802202.64|contig_1847_78|MM01	SRX802202.64	contig_1847_78	MM01	SRX802202.64.fa.dc..contig_1847_78...MM01	SRX802202.64.fa.dc.faa	231
SRX802202.75|contig_1618_7|MM01	SRX802202.75	contig_1618_7	MM01	SRX802202.75.fa.dc..contig_1618_7...MM01	SRX802202.75.fa.dc.faa	261
SRX802202.75|contig_39965_32|MM01	SRX802202.75	contig_39965_32	MM01	SRX802202.75.fa.dc..contig_39965_32...MM01	SRX802202.75.fa.dc.faa	234
SRX802202.75|contig_46855_26|MM01	SRX802202.75	contig_46855_26	MM01	SRX802202.75.fa.dc..contig_46855_26...MM01	SRX802202.75.fa.dc.faa	272
SRX802202.7|contig_12118_53|MM08	SRX802202.7	contig_12118_53	MM08	SRX802202.7.fa.dc..contig_12118_53...MM08	SRX802202.7.fa.dc.faa	253
SRX803008.112|contig_136577_3|MM07	SRX803008.112	contig_136577_3	MM07	SRX803008.112.fa.dc..contig_136577_3...MM07	SRX803008.112.fa.dc.faa	219
SRX803008.24|contig_54159_12|MM01	SRX803008.24	contig_54159_12	MM01	SRX803008.24.fa.dc..contig_54159_12...MM01	SRX803008.24.fa.dc.faa	236
