gene_family	domain_group	raw_label	seq_core	mag_id_short	clade	has_explicit_viral_suffix
Glycolysis_Glyc_3_P_dehydrogenase	This_study	SRX802073.62.fa.dc..contig_44950_17...MM07	SRX802073.62.fa.dc..contig_44950_17	SRX802073.62	MM07	True
Glycolysis_Glyc_3_P_dehydrogenase	This_study	SRX802077.79.fa.dc..contig_42997_11...MM16	SRX802077.79.fa.dc..contig_42997_11	SRX802077.79	MM16	True
Glycolysis_Glyc_3_P_dehydrogenase	This_study	SRX802202.1.fa.dc..contig_635_46...MM01	SRX802202.1.fa.dc..contig_635_46	SRX802202.1	MM01	True
Glycolysis_Glyc_3_P_dehydrogenase	This_study	ERX552243.92.fa.dc..contig_14178_17...MM01_0-344	ERX552243.92.fa.dc..contig_14178_17	ERX552243.92		False
Glycolysis_Glyc_3_P_dehydrogenase	This_study	ERX552254.32.fa.dc..contig_8057_7...MM01_0-343	ERX552254.32.fa.dc..contig_8057_7	ERX552254.32		False
Glycolysis_Glyc_3_P_dehydrogenase	This_study	ERX552274.5.fa.dc..contig_4262_7...MM01_0-343	ERX552274.5.fa.dc..contig_4262_7	ERX552274.5		False
Glycolysis_Glyc_3_P_dehydrogenase	This_study	ERX552296.31.fa.dc..contig_17530_26...MM01_0-338	ERX552296.31.fa.dc..contig_17530_26	ERX552296.31		False
Glycolysis_Glyc_3_P_dehydrogenase	This_study	ERX555952.65.fa.dc..contig_26895_17...MM16_0-341	ERX555952.65.fa.dc..contig_26895_17	ERX555952.65		False
Glycolysis_Glyc_3_P_dehydrogenase	This_study	ERX556009.10.fa.dc..contig_10740_38...MM01_0-343	ERX556009.10.fa.dc..contig_10740_38	ERX556009.10		False
Glycolysis_Glyc_3_P_dehydrogenase	This_study	ERX556009.10.fa.dc..contig_11263_28...MM01_0-343	ERX556009.10.fa.dc..contig_11263_28	ERX556009.10		False
Glycolysis_Glyc_3_P_dehydrogenase	This_study	ERX556031.42.fa.dc..contig_18428_25...MM01_0-337	ERX556031.42.fa.dc..contig_18428_25	ERX556031.42		False
Glycolysis_Glyc_3_P_dehydrogenase	This_study	ERX556049.12.fa.dc..contig_641_18...MM01_0-343	ERX556049.12.fa.dc..contig_641_18	ERX556049.12		False
Glycolysis_Glyc_3_P_dehydrogenase	This_study	ERX556088.18.fa.dc..contig_8456_7...MM01_0-343	ERX556088.18.fa.dc..contig_8456_7	ERX556088.18		False
Glycolysis_Glyc_3_P_dehydrogenase	This_study	ERX556094.26.fa.dc..contig_23978_8...MM16_0-341	ERX556094.26.fa.dc..contig_23978_8	ERX556094.26		False
Glycolysis_Glyc_3_P_dehydrogenase	This_study	SRX802073.68.fa.dc..contig_39798_5...MM01_0-337	SRX802073.68.fa.dc..contig_39798_5	SRX802073.68		False
Glycolysis_Glyc_3_P_dehydrogenase	This_study	SRX802073.70.fa.dc..contig_16018_10...MM01_0-344	SRX802073.70.fa.dc..contig_16018_10	SRX802073.70		False
Glycolysis_Glyc_3_P_dehydrogenase	This_study	SRX802077.162.fa.dc..contig_16348_10...MM01_0-343	SRX802077.162.fa.dc..contig_16348_10	SRX802077.162		False
Glycolysis_Glyc_3_P_dehydrogenase	This_study	SRX802143.81.fa.dc..contig_7339_2...MM01_0-342	SRX802143.81.fa.dc..contig_7339_2	SRX802143.81		False
Glycolysis_Glyc_3_P_dehydrogenase	This_study	SRX802202.149.fa.dc..contig_11699_9...MM01_0-344	SRX802202.149.fa.dc..contig_11699_9	SRX802202.149		False
Glycolysis_phosphofructokinase	This_study	ERX552270.64.fa.dc..contig_17914_8...LP03	ERX552270.64.fa.dc..contig_17914_8	ERX552270.64	LP03	True
Glycolysis_phosphofructokinase	This_study	ERX552336.20.fa.dc..contig_2035_27...LP01	ERX552336.20.fa.dc..contig_2035_27	ERX552336.20	LP01	True
Glycolysis_phosphofructokinase	This_study	ERX552336.34.fa.dc..contig_8044_56...LP01	ERX552336.34.fa.dc..contig_8044_56	ERX552336.34	LP01	True
Glycolysis_phosphofructokinase	This_study	ERX555907.107.fa.dc..contig_29290_13...LP01	ERX555907.107.fa.dc..contig_29290_13	ERX555907.107	LP01	True
Glycolysis_phosphofructokinase	This_study	ERX556034.40.fa.dc..contig_3903_13...LP01	ERX556034.40.fa.dc..contig_3903_13	ERX556034.40	LP01	True
Glycolysis_phosphofructokinase	This_study	ERX556043.42.fa.dc..contig_22521_22...MM15	ERX556043.42.fa.dc..contig_22521_22	ERX556043.42	MM15	True
Glycolysis_phosphofructokinase	This_study	ERX633348.16.fa.dc..contig_75040_11...LP01	ERX633348.16.fa.dc..contig_75040_11	ERX633348.16	LP01	True
Glycolysis_phosphofructokinase	This_study	GCA_000888835.1_ViralProj61011..HM004431.1_182...LP01	GCA_000888835.1_ViralProj61011..HM004431.1_182		LP01	True
Glycolysis_phosphofructokinase	This_study	GCA_000890375.1_ViralProj61013..HM004429.1_187...LP01	GCA_000890375.1_ViralProj61013..HM004429.1_187		LP01	True
Glycolysis_phosphofructokinase	This_study	SRX514547.24.fa.dc..contig_1713_22...LP01	SRX514547.24.fa.dc..contig_1713_22	SRX514547.24	LP01	True
Glycolysis_Enolase	This_study	ERX552254.13.fa.dc..contig_4000_22...MM16	ERX552254.13.fa.dc..contig_4000_22	ERX552254.13	MM16	True
Glycolysis_Enolase	This_study	ERX552257.96.fa.dc..contig_78156_13...MM11	ERX552257.96.fa.dc..contig_78156_13	ERX552257.96	MM11	True
Glycolysis_Enolase	This_study	ERX552296.31.fa.dc..contig_20714_11...MM01	ERX552296.31.fa.dc..contig_20714_11	ERX552296.31	MM01	True
Glycolysis_Enolase	This_study	ERX555907.31.fa.dc..contig_15744_17...LP03	ERX555907.31.fa.dc..contig_15744_17	ERX555907.31	LP03	True
Glycolysis_Enolase	This_study	ERX556031.42.fa.dc..contig_18428_31...MM01	ERX556031.42.fa.dc..contig_18428_31	ERX556031.42	MM01	True
Glycolysis_Enolase	This_study	SRX802077.162.fa.dc..contig_58852_9...MM01	SRX802077.162.fa.dc..contig_58852_9	SRX802077.162	MM01	True
Glycolysis_Enolase	This_study	SRX802077.79.fa.dc..contig_18933_1...MM16	SRX802077.79.fa.dc..contig_18933_1	SRX802077.79	MM16	True
Glycolysis_Enolase	This_study	SRX802202.77.fa.dc..contig_52368_9...MM16	SRX802202.77.fa.dc..contig_52368_9	SRX802202.77	MM16	True
Glycolysis_phophoglycerate_mutase	This_study	ERX288947.1.fa.dc..contig_22823_8...MM01	ERX288947.1.fa.dc..contig_22823_8	ERX288947.1	MM01	True
Glycolysis_phophoglycerate_mutase	This_study	ERX288947.23.fa.dc..contig_3898_56...MM16	ERX288947.23.fa.dc..contig_3898_56	ERX288947.23	MM16	True
Glycolysis_phophoglycerate_mutase	This_study	ERX288965.16.fa.dc..contig_2903_5...MM01	ERX288965.16.fa.dc..contig_2903_5	ERX288965.16	MM01	True
Glycolysis_phophoglycerate_mutase	This_study	ERX288973.1.fa.dc..contig_19960_8...MM01	ERX288973.1.fa.dc..contig_19960_8	ERX288973.1	MM01	True
Glycolysis_phophoglycerate_mutase	This_study	ERX552252.49.fa.dc..contig_29689_2...MM09	ERX552252.49.fa.dc..contig_29689_2	ERX552252.49	MM09	True
Glycolysis_phophoglycerate_mutase	This_study	ERX552254.13.fa.dc..contig_18272_26...MM16	ERX552254.13.fa.dc..contig_18272_26	ERX552254.13	MM16	True
Glycolysis_phophoglycerate_mutase	This_study	ERX552254.13.fa.dc..contig_76171_16...MM16	ERX552254.13.fa.dc..contig_76171_16	ERX552254.13	MM16	True
Glycolysis_phophoglycerate_mutase	This_study	ERX552257.96.fa.dc..contig_51564_9...MM11	ERX552257.96.fa.dc..contig_51564_9	ERX552257.96	MM11	True
Glycolysis_phophoglycerate_mutase	This_study	ERX552270.10.fa.dc..contig_15547_36...MM09	ERX552270.10.fa.dc..contig_15547_36	ERX552270.10	MM09	True
Glycolysis_phophoglycerate_mutase	This_study	ERX552270.42.fa.dc..contig_1684_71...MM09	ERX552270.42.fa.dc..contig_1684_71	ERX552270.42	MM09	True
Glycolysis_phophoglycerate_mutase	This_study	ERX552270.56.fa.dc..contig_157_7...MM09	ERX552270.56.fa.dc..contig_157_7	ERX552270.56	MM09	True
Glycolysis_phophoglycerate_mutase	This_study	ERX552296.31.fa.dc..contig_20714_10...MM01	ERX552296.31.fa.dc..contig_20714_10	ERX552296.31	MM01	True
Glycolysis_phophoglycerate_mutase	This_study	ERX552302.17.fa.dc..contig_42134_7...MM07	ERX552302.17.fa.dc..contig_42134_7	ERX552302.17	MM07	True
Glycolysis_phophoglycerate_mutase	This_study	ERX555907.48.fa.dc..contig_20792_14...MM09	ERX555907.48.fa.dc..contig_20792_14	ERX555907.48	MM09	True
Glycolysis_phophoglycerate_mutase	This_study	ERX555926.27.fa.dc..contig_47355_9...MM01	ERX555926.27.fa.dc..contig_47355_9	ERX555926.27	MM01	True
Glycolysis_phophoglycerate_mutase	This_study	ERX555926.32.fa.dc..contig_1510_18...MM16	ERX555926.32.fa.dc..contig_1510_18	ERX555926.32	MM16	True
Glycolysis_phophoglycerate_mutase	This_study	ERX555926.32.fa.dc..contig_4413_15...MM16	ERX555926.32.fa.dc..contig_4413_15	ERX555926.32	MM16	True
Glycolysis_phophoglycerate_mutase	This_study	ERX555926.32.fa.dc..contig_7191_2...MM16	ERX555926.32.fa.dc..contig_7191_2	ERX555926.32	MM16	True
Glycolysis_phophoglycerate_mutase	This_study	ERX555941.31.fa.dc..contig_32903_41...MM09	ERX555941.31.fa.dc..contig_32903_41	ERX555941.31	MM09	True
Glycolysis_phophoglycerate_mutase	This_study	ERX555945.3.fa.dc..contig_11999_20...MM09	ERX555945.3.fa.dc..contig_11999_20	ERX555945.3	MM09	True
Glycolysis_phophoglycerate_mutase	This_study	ERX555952.65.fa.dc..contig_26895_19...MM16	ERX555952.65.fa.dc..contig_26895_19	ERX555952.65	MM16	True
Glycolysis_phophoglycerate_mutase	This_study	ERX555978.20.fa.dc..contig_13048_25...MM09	ERX555978.20.fa.dc..contig_13048_25	ERX555978.20	MM09	True
Glycolysis_phophoglycerate_mutase	This_study	ERX556015.14.fa.dc..contig_73217_2...MM09	ERX556015.14.fa.dc..contig_73217_2	ERX556015.14	MM09	True
Glycolysis_phophoglycerate_mutase	This_study	ERX556017.61.fa.dc..contig_36207_13...MM09	ERX556017.61.fa.dc..contig_36207_13	ERX556017.61	MM09	True
Glycolysis_phophoglycerate_mutase	This_study	ERX556031.42.fa.dc..contig_839_60...MM01	ERX556031.42.fa.dc..contig_839_60	ERX556031.42	MM01	True
Glycolysis_phophoglycerate_mutase	This_study	ERX556043.42.fa.dc..contig_3300_22...MM15	ERX556043.42.fa.dc..contig_3300_22	ERX556043.42	MM15	True
Glycolysis_phophoglycerate_mutase	This_study	ERX556094.26.fa.dc..contig_23978_6...MM16	ERX556094.26.fa.dc..contig_23978_6	ERX556094.26	MM16	True
Glycolysis_phophoglycerate_mutase	This_study	ERX556094.51.fa.dc..contig_3925_22...MM16	ERX556094.51.fa.dc..contig_3925_22	ERX556094.51	MM16	True
Glycolysis_phophoglycerate_mutase	This_study	GCA_000888735.1_ViralProj60053..HQ336222.2_785...MM16	GCA_000888735.1_ViralProj60053..HQ336222.2_785		MM16	True
Glycolysis_phophoglycerate_mutase	This_study	GCA_002966195.1_ASM296619v1..MG779313.1_5...MM16	GCA_002966195.1_ASM296619v1..MG779313.1_5		MM16	True
Glycolysis_phophoglycerate_mutase	This_study	GCA_002966345.1_ASM296634v1..AP017644.1_784...MM16	GCA_002966345.1_ASM296634v1..AP017644.1_784		MM16	True
Glycolysis_phophoglycerate_mutase	This_study	GCA_002966435.1_ASM296643v1..KC008572.1_764...MM16	GCA_002966435.1_ASM296643v1..KC008572.1_764		MM16	True
Glycolysis_phophoglycerate_mutase	This_study	GCA_002966485.1_ASM296648v1..KY523104.1_1174...MM16	GCA_002966485.1_ASM296648v1..KY523104.1_1174		MM16	True
Glycolysis_phophoglycerate_mutase	This_study	GCA_003814185.1_ASM381418v1..MK072455.1_8...MM16	GCA_003814185.1_ASM381418v1..MK072455.1_8		MM16	True
Glycolysis_phophoglycerate_mutase	This_study	GCA_004156275.1_ASM415627v1..MG807319.1_254...MM16	GCA_004156275.1_ASM415627v1..MG807319.1_254		MM16	True
Glycolysis_phophoglycerate_mutase	This_study	GCA_004156295.1_ASM415629v1..MG807320.1_234...MM16	GCA_004156295.1_ASM415629v1..MG807320.1_234		MM16	True
Glycolysis_phophoglycerate_mutase	This_study	SRX802073.50.fa.dc..contig_6944_44...MM01	SRX802073.50.fa.dc..contig_6944_44	SRX802073.50	MM01	True
Glycolysis_phophoglycerate_mutase	This_study	SRX802073.62.fa.dc..contig_44950_7...MM07	SRX802073.62.fa.dc..contig_44950_7	SRX802073.62	MM07	True
Glycolysis_phophoglycerate_mutase	This_study	SRX802073.68.fa.dc..contig_122337_5...MM01	SRX802073.68.fa.dc..contig_122337_5	SRX802073.68	MM01	True
Glycolysis_phophoglycerate_mutase	This_study	SRX802073.99.fa.dc..contig_3483_31...MM01	SRX802073.99.fa.dc..contig_3483_31	SRX802073.99	MM01	True
Glycolysis_phophoglycerate_mutase	This_study	SRX802073.99.fa.dc..contig_101081_14...MM01	SRX802073.99.fa.dc..contig_101081_14	SRX802073.99	MM01	True
Glycolysis_phophoglycerate_mutase	This_study	SRX802077.79.fa.dc..contig_50_53...MM16	SRX802077.79.fa.dc..contig_50_53	SRX802077.79	MM16	True
Glycolysis_phophoglycerate_mutase	This_study	SRX802143.125.fa.dc..contig_102666_10...IR01	SRX802143.125.fa.dc..contig_102666_10	SRX802143.125	IR01	True
Glycolysis_phophoglycerate_mutase	This_study	SRX802202.149.fa.dc..contig_2365_18...MM01	SRX802202.149.fa.dc..contig_2365_18	SRX802202.149	MM01	True
Glycolysis_phophoglycerate_mutase	This_study	SRX802202.149.fa.dc..contig_5254_56...MM01	SRX802202.149.fa.dc..contig_5254_56	SRX802202.149	MM01	True
Glycolysis_phophoglycerate_mutase	This_study	SRX802202.149.fa.dc..contig_11699_19...MM01	SRX802202.149.fa.dc..contig_11699_19	SRX802202.149	MM01	True
Glycolysis_phophoglycerate_mutase	This_study	SRX802202.1.fa.dc..contig_635_69...MM01	SRX802202.1.fa.dc..contig_635_69	SRX802202.1	MM01	True
Glycolysis_phophoglycerate_mutase	This_study	SRX802202.55.fa.dc..contig_118243_13...MM01	SRX802202.55.fa.dc..contig_118243_13	SRX802202.55	MM01	True
TCA_cycle_Aconitase	This_study	ERX288947.1.fa.dc..contig_4850_13...MM01	ERX288947.1.fa.dc..contig_4850_13	ERX288947.1	MM01	True
TCA_cycle_Aconitase	This_study	ERX288965.16.fa.dc..contig_2422_13...MM01	ERX288965.16.fa.dc..contig_2422_13	ERX288965.16	MM01	True
TCA_cycle_Aconitase	This_study	ERX288973.1.fa.dc..contig_356_12...MM01	ERX288973.1.fa.dc..contig_356_12	ERX288973.1	MM01	True
TCA_cycle_Aconitase	This_study	ERX288973.1.fa.dc..contig_356_13...MM01	ERX288973.1.fa.dc..contig_356_13	ERX288973.1	MM01	True
TCA_cycle_Aconitase	This_study	ERX288975.8.fa.dc..contig_12831_4...MM01	ERX288975.8.fa.dc..contig_12831_4	ERX288975.8	MM01	True
TCA_cycle_Aconitase	This_study	ERX552252.49.fa.dc..contig_7299_10...MM09	ERX552252.49.fa.dc..contig_7299_10	ERX552252.49	MM09	True
TCA_cycle_Aconitase	This_study	ERX552254.32.fa.dc..contig_19166_34...MM01	ERX552254.32.fa.dc..contig_19166_34	ERX552254.32	MM01	True
TCA_cycle_Aconitase	This_study	ERX552256.7.fa.dc..contig_5916_13...MM01	ERX552256.7.fa.dc..contig_5916_13	ERX552256.7	MM01	True
TCA_cycle_Aconitase	This_study	ERX552256.7.fa.dc..contig_23928_4...MM01	ERX552256.7.fa.dc..contig_23928_4	ERX552256.7	MM01	True
TCA_cycle_Aconitase	This_study	ERX552270.100.fa.dc..contig_9516_7...MM01	ERX552270.100.fa.dc..contig_9516_7	ERX552270.100	MM01	True
TCA_cycle_Aconitase	This_study	ERX552270.100.fa.dc..contig_9516_8...MM01	ERX552270.100.fa.dc..contig_9516_8	ERX552270.100	MM01	True
TCA_cycle_Aconitase	This_study	ERX552274.30.fa.dc..contig_19128_12...MM01	ERX552274.30.fa.dc..contig_19128_12	ERX552274.30	MM01	True
TCA_cycle_Aconitase	This_study	ERX552274.9.fa.dc..contig_13358_14...MM01	ERX552274.9.fa.dc..contig_13358_14	ERX552274.9	MM01	True
TCA_cycle_Aconitase	This_study	ERX552288.111.fa.dc..contig_19603_32...MM01	ERX552288.111.fa.dc..contig_19603_32	ERX552288.111	MM01	True
TCA_cycle_Aconitase	This_study	ERX552296.45.fa.dc..contig_89073_3...MM01	ERX552296.45.fa.dc..contig_89073_3	ERX552296.45	MM01	True
TCA_cycle_Aconitase	This_study	ERX552302.42.fa.dc..contig_30774_14...MM01	ERX552302.42.fa.dc..contig_30774_14	ERX552302.42	MM01	True
TCA_cycle_Aconitase	This_study	ERX555907.48.fa.dc..contig_3127_17...MM09	ERX555907.48.fa.dc..contig_3127_17	ERX555907.48	MM09	True
TCA_cycle_Aconitase	This_study	ERX555926.27.fa.dc..contig_30772_11...MM01	ERX555926.27.fa.dc..contig_30772_11	ERX555926.27	MM01	True
TCA_cycle_Aconitase	This_study	ERX555941.31.fa.dc..contig_14892_4...MM09	ERX555941.31.fa.dc..contig_14892_4	ERX555941.31	MM09	True
TCA_cycle_Aconitase	This_study	ERX555945.3.fa.dc..contig_3898_19...MM09	ERX555945.3.fa.dc..contig_3898_19	ERX555945.3	MM09	True
TCA_cycle_Aconitase	This_study	ERX555967.81.fa.dc..contig_20121_32...MM01	ERX555967.81.fa.dc..contig_20121_32	ERX555967.81	MM01	True
TCA_cycle_Aconitase	This_study	ERX555967.90.fa.dc..contig_16658_38...MM01	ERX555967.90.fa.dc..contig_16658_38	ERX555967.90	MM01	True
TCA_cycle_Aconitase	This_study	ERX555978.20.fa.dc..contig_33772_11...MM09	ERX555978.20.fa.dc..contig_33772_11	ERX555978.20	MM09	True
TCA_cycle_Aconitase	This_study	ERX555978.8.fa.dc..contig_10978_18...MM01	ERX555978.8.fa.dc..contig_10978_18	ERX555978.8	MM01	True
TCA_cycle_Aconitase	This_study	ERX556009.6.fa.dc..contig_12041_14...MM01	ERX556009.6.fa.dc..contig_12041_14	ERX556009.6	MM01	True
TCA_cycle_Aconitase	This_study	ERX556009.7.fa.dc..contig_6442_26...MM01	ERX556009.7.fa.dc..contig_6442_26	ERX556009.7	MM01	True
TCA_cycle_Aconitase	This_study	ERX556015.14.fa.dc..contig_66525_5...MM09	ERX556015.14.fa.dc..contig_66525_5	ERX556015.14	MM09	True
TCA_cycle_Aconitase	This_study	ERX556017.61.fa.dc..contig_73878_18...MM09	ERX556017.61.fa.dc..contig_73878_18	ERX556017.61	MM09	True
TCA_cycle_Aconitase	This_study	ERX556028.57.fa.dc..contig_19068_56...MM01	ERX556028.57.fa.dc..contig_19068_56	ERX556028.57	MM01	True
TCA_cycle_Aconitase	This_study	ERX556068.30.fa.dc..contig_101664_3...MM01	ERX556068.30.fa.dc..contig_101664_3	ERX556068.30	MM01	True
TCA_cycle_Aconitase	This_study	ERX556088.18.fa.dc..contig_10377_13...MM01	ERX556088.18.fa.dc..contig_10377_13	ERX556088.18	MM01	True
TCA_cycle_Aconitase	This_study	ERX556101.13.fa.dc..contig_129694_21...MM01	ERX556101.13.fa.dc..contig_129694_21	ERX556101.13	MM01	True
TCA_succinate_dehydrogenase_subunit_A	This_study	ERX552244.17.fa.dc..contig_41245_13...MM09	ERX552244.17.fa.dc..contig_41245_13	ERX552244.17	MM09	True
TCA_succinate_dehydrogenase_subunit_A	This_study	ERX552254.5.fa.dc..contig_9118_31...MM01	ERX552254.5.fa.dc..contig_9118_31	ERX552254.5	MM01	True
TCA_succinate_dehydrogenase_subunit_A	This_study	ERX552270.56.fa.dc..contig_4343_8...MM09	ERX552270.56.fa.dc..contig_4343_8	ERX552270.56	MM09	True
TCA_succinate_dehydrogenase_subunit_A	This_study	ERX552296.3.fa.dc..contig_62860_7...MM01	ERX552296.3.fa.dc..contig_62860_7	ERX552296.3	MM01	True
TCA_succinate_dehydrogenase_subunit_A	This_study	ERX552296.3.fa.dc..contig_62860_8...MM01	ERX552296.3.fa.dc..contig_62860_8	ERX552296.3	MM01	True
TCA_succinate_dehydrogenase_subunit_A	This_study	ERX552302.18.fa.dc..contig_8566_4...MM09	ERX552302.18.fa.dc..contig_8566_4	ERX552302.18	MM09	True
TCA_succinate_dehydrogenase_subunit_A	This_study	ERX552302.42.fa.dc..contig_5953_19...MM01	ERX552302.42.fa.dc..contig_5953_19	ERX552302.42	MM01	True
TCA_succinate_dehydrogenase_subunit_A	This_study	ERX555926.27.fa.dc..contig_351_11...MM01	ERX555926.27.fa.dc..contig_351_11	ERX555926.27	MM01	True
TCA_succinate_dehydrogenase_subunit_A	This_study	ERX555926.32.fa.dc..contig_26568_21...MM16	ERX555926.32.fa.dc..contig_26568_21	ERX555926.32	MM16	True
TCA_succinate_dehydrogenase_subunit_A	This_study	ERX555941.31.fa.dc..contig_2895_1...MM09	ERX555941.31.fa.dc..contig_2895_1	ERX555941.31	MM09	True
TCA_succinate_dehydrogenase_subunit_A	This_study	ERX555945.3.fa.dc..contig_5025_24...MM09	ERX555945.3.fa.dc..contig_5025_24	ERX555945.3	MM09	True
TCA_succinate_dehydrogenase_subunit_A	This_study	ERX555967.26.fa.dc..contig_3048_54...MM01	ERX555967.26.fa.dc..contig_3048_54	ERX555967.26	MM01	True
TCA_succinate_dehydrogenase_subunit_A	This_study	ERX555967.81.fa.dc..contig_20121_29...MM01	ERX555967.81.fa.dc..contig_20121_29	ERX555967.81	MM01	True
TCA_succinate_dehydrogenase_subunit_A	This_study	ERX556009.10.fa.dc..contig_8666_23...MM01	ERX556009.10.fa.dc..contig_8666_23	ERX556009.10	MM01	True
