gene_family	domain_group	raw_label	seq_core	mag_id_short	clade	has_explicit_viral_suffix
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	744980.TRICHSKD4_5902	744980.TRICHSKD4_5902			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	384765.SIAM614_05543	384765.SIAM614_05543			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	244592.SADFL11_832	244592.SADFL11_832			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	546263.NEIELOOT_02869	546263.NEIELOOT_02869			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	700598.Niako_5825	700598.Niako_5825			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	207949.RED65_05737	207949.RED65_05737			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	357804.Ping_1771	357804.Ping_1771			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	511062.GU3_13055	511062.GU3_13055			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	637905.SVI_0715	637905.SVI_0715			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	550540.Fbal_3080	550540.Fbal_3080			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	345073.VC395_0520	345073.VC395_0520			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	675817.VDA_001240	675817.VDA_001240			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	663321.REG_1912	663321.REG_1912			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	220341.STY3228	220341.STY3228			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	471881.PROPEN_02797	471881.PROPEN_02797			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	1036674.A28LD_1266	1036674.A28LD_1266			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	283942.IL2213	283942.IL2213			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	506534.Rhein_0996	506534.Rhein_0996			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	326442.PSHAa0594	326442.PSHAa0594			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	167879.CPS_3873	167879.CPS_3873			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	1085623.GNIT_2729	1085623.GNIT_2729			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	342610.Patl_3329	342610.Patl_3329			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	314275.MADE_1004350	314275.MADE_1004350			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	455436.GHTCC_010100002539	455436.GHTCC_010100002539			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	247633.GP2143_16461	247633.GP2143_16461			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	314287.GB2207_09031	314287.GB2207_09031			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	566466.NOR53_3374	566466.NOR53_3374			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	876044.IMCC3088_2162	876044.IMCC3088_2162			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	247639.MGP2080_03060	247639.MGP2080_03060			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	565045.NOR51B_1550	565045.NOR51B_1550			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	177437.HRM2_05230	177437.HRM2_05230			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	96561.Dole_2195	96561.Dole_2195			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	220664.PFL_5785	220664.PFL_5785			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	1007105.PT7_1166	1007105.PT7_1166			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	76114.ebA6546	76114.ebA6546			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	640081.Dsui_1558	640081.Dsui_1558			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	338969.Rfer_0919	338969.Rfer_0919			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	159087.Daro_3593	159087.Daro_3593			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	85643.Tmz1t_2599	85643.Tmz1t_2599			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	62928.azo2418	62928.azo2418			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	349521.HCH_01536	349521.HCH_01536			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	225937.HP15_2912	225937.HP15_2912			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	290398.Csal_0372	290398.Csal_0372			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	177439.DP1972	177439.DP1972			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	207954.MED92_07231	207954.MED92_07231			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	717774.Marme_4014	717774.Marme_4014			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	314277.MED121_11319	314277.MED121_11319			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	400668.Mmwyl1_4318	400668.Mmwyl1_4318			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	436717.AOLE_04650	436717.AOLE_04650			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	314283.MED297_17772	314283.MED297_17772			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	314287.GB2207_03279	314287.GB2207_03279			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	247633.GP2143_07078	247633.GP2143_07078			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	247634.GPB2148_3505	247634.GPB2148_3505			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	247639.MGP2080_12282	247639.MGP2080_12282			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	187272.Mlg_1514	187272.Mlg_1514			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	207954.MED92_09311	207954.MED92_09311			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	351348.Maqu_1932	351348.Maqu_1932			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	349521.HCH_02684	349521.HCH_02684			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	207949.RED65_00730	207949.RED65_00730			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	357804.Ping_2004	357804.Ping_2004			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	399739.Pmen_1594	399739.Pmen_1594			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	290340.AAur_2411	290340.AAur_2411			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	312284.A20C1_10740	312284.A20C1_10740			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	504474.cur_0577	504474.cur_0577			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	553204.CORAM0001_0406	553204.CORAM0001_0406			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	525264.HMPREF0305_11572	525264.HMPREF0305_11572			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	585529.HMPREF0291_12074	585529.HMPREF0291_12074			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	553207.HMPREF0299_5578	553207.HMPREF0299_5578			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	858619.CVAR_1851	858619.CVAR_1851			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	861360.AARI_15720	861360.AARI_15720			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	710696.Intca_2373	710696.Intca_2373			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	478801.Ksed_10150	478801.Ksed_10150			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	585530.HMPREF0183_0526	585530.HMPREF0183_0526			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	321955.BlinB_010200001045	321955.BlinB_010200001045			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	378753.KRH_19720	378753.KRH_19720			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	465515.MlutN2_010100002365	465515.MlutN2_010100002365			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	680646.RMDY18_00600	680646.RMDY18_00600			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	83406.HDN1F_33020	83406.HDN1F_33020			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	236097.ADG881_1952	236097.ADG881_1952			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	443218.AS9A_2472	443218.AS9A_2472			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	443255.SCLAV_5509	443255.SCLAV_5509			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	408672.NBCG_00836	408672.NBCG_00836			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	1127134.NOCYR_2506	1127134.NOCYR_2506			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	653948.CCA15419	653948.CCA15419			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	65071.PYU1_T013665	65071.PYU1_T013665			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	164328.Phyra72392	164328.Phyra72392			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	717231.Flexsi_2338	717231.Flexsi_2338			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	522772.Dacet_1563	522772.Dacet_1563			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	338963.Pcar_2254	338963.Pcar_2254			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	316067.Geob_1167	316067.Geob_1167			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	281689.Dace_0164	281689.Dace_0164			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	391615.GP5015_46	391615.GP5015_46			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	744980.TRICHSKD4_3807	744980.TRICHSKD4_3807			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	675812.VHA_002160	675812.VHA_002160			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	391591.VSAK1_05950	391591.VSAK1_05950			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	314292.VAS14_13644	314292.VAS14_13644			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	243277.VCA0843	243277.VCA0843			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	511062.GU3_12410	511062.GU3_12410			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	58051.PE36_04178	58051.PE36_04178			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	382245.ASA_0946	382245.ASA_0946			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	326297.Sama_1806	326297.Sama_1806			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	1036674.A28LD_0829	1036674.A28LD_0829			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	1085623.GNIT_2098	1085623.GNIT_2098			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	167879.CPS_2344	167879.CPS_2344			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	156578.ATW7_08662	156578.ATW7_08662			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	506534.Rhein_1861	506534.Rhein_1861			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	1140.Synpcc7942_0245	1140.Synpcc7942_0245			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	329726.AM1_0949	329726.AM1_0949			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	32049.SYNPCC7002_A2697	32049.SYNPCC7002_A2697			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	713887.UCYN_00240	713887.UCYN_00240			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	489825.LYNGBM3L_01440	489825.LYNGBM3L_01440			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	1148.SYNGTS_1035	1148.SYNGTS_1035			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	395961.Cyan7425_0425	395961.Cyan7425_0425			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	91464.S7335_5316	91464.S7335_5316			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	189518.LA_1704	189518.LA_1704			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	331113.SNE_A21050	331113.SNE_A21050			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	765952.PUV_06120	765952.PUV_06120			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	115713.CPn0624	115713.CPn0624			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	243161.CmurN_010100004088	243161.CmurN_010100004088			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	583355.Caka_2991	583355.Caka_2991			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	320771.Cflav_PD3555	320771.Cflav_PD3555			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	481448.Minf_1033	481448.Minf_1033			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	351605.Gura_2659	351605.Gura_2659			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	338963.Pcar_2624	338963.Pcar_2624			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	699246.HMPREF0868_1493	699246.HMPREF0868_1493			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	5691.AAZ11987	5691.AAZ11987			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	545695.TREAZ_3383	545695.TREAZ_3383			False
Glycolysis_Glyc_3_P_dehydrogenase	Bacteria	243276.TP0844	243276.TP0844			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	214684.XP_572768.1	214684.XP_572768.1			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	36630.CADNFIAP00008928	36630.CADNFIAP00008928			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	40559.EDN30462	40559.EDN30462			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	4081.Solyc03g111000.2.1	4081.Solyc03g111000.2.1			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	4641.GSMUA_Achr5P00230_001	4641.GSMUA_Achr5P00230_001			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	353153.XP_803359.1	353153.XP_803359.1			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	30611.ENSOGAP00000017433	30611.ENSOGAP00000017433			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	3218.PP1S309_73V6.1	3218.PP1S309_73V6.1			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	4641.GSMUA_Achr2P02610_001	4641.GSMUA_Achr2P02610_001			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	3218.PP1S57_242V6.1	3218.PP1S57_242V6.1			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	3218.PP1S49_34V6.1	3218.PP1S49_34V6.1			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	3218.PP1S323_65V6.1	3218.PP1S323_65V6.1			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	3218.PP1S49_96V6.1	3218.PP1S49_96V6.1			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	4113.PGSC0003DMT400044945	4113.PGSC0003DMT400044945			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	3847.GLYMA04G36870.3	3847.GLYMA04G36870.3			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	3711.Bra019722.1-P	3711.Bra019722.1-P			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	3694.POPTR_0015s10330.1	3694.POPTR_0015s10330.1			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	4555.Si017082m	4555.Si017082m			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	39946.BGIOSGA016636-PA	39946.BGIOSGA016636-PA			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	29760.VIT_14s0006g03030.t01	29760.VIT_14s0006g03030.t01			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	4081.Solyc01g098950.1.1	4081.Solyc01g098950.1.1			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	4641.GSMUA_Achr11P19110_001	4641.GSMUA_Achr11P19110_001			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	9646.ENSAMEP00000000603	9646.ENSAMEP00000000603			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	9685.ENSFCAP00000024394	9685.ENSFCAP00000024394			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	9615.ENSCAFP00000043082	9615.ENSCAFP00000043082			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	9646.ENSAMEP00000004499	9646.ENSAMEP00000004499			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	59463.ENSMLUP00000017054	59463.ENSMLUP00000017054			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	30611.ENSOGAP00000015740	30611.ENSOGAP00000015740			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	9483.ENSCJAP00000015298	9483.ENSCJAP00000015298			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	9593.ENSGGOP00000018542	9593.ENSGGOP00000018542			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	9483.ENSCJAP00000036233	9483.ENSCJAP00000036233			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	9544.ENSMMUP00000034796	9544.ENSMMUP00000034796			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	9593.ENSGGOP00000021813	9593.ENSGGOP00000021813			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	9601.ENSPPYP00000006231	9601.ENSPPYP00000006231			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	43179.ENSSTOP00000018903	43179.ENSSTOP00000018903			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	10116.ENSRNOP00000067783	10116.ENSRNOP00000067783			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	486041.XP_001879604.1	486041.XP_001879604.1			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	402676.XP_002171328.1	402676.XP_002171328.1			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	214684.XP_571627.1	214684.XP_571627.1			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	486041.XP_001879715.1	486041.XP_001879715.1			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	29875.EHK15775	29875.EHK15775			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	5057.CADACLAP00000277	5057.CADACLAP00000277			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	663331.XP_003012948.1	663331.XP_003012948.1			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	39416.CAZ84931	39416.CAZ84931			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	33178.CADATEAP00005666	33178.CADATEAP00005666			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	30611.ENSOGAP00000019781	30611.ENSOGAP00000019781			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	9483.ENSCJAP00000019575	9483.ENSCJAP00000019575			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	9483.ENSCJAP00000027031	9483.ENSCJAP00000027031			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	9593.ENSGGOP00000023111	9593.ENSGGOP00000023111			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	9593.ENSGGOP00000017508	9593.ENSGGOP00000017508			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	9483.ENSCJAP00000004500	9483.ENSCJAP00000004500			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	9593.ENSGGOP00000018377	9593.ENSGGOP00000018377			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	30611.ENSOGAP00000016995	30611.ENSOGAP00000016995			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	10141.ENSCPOP00000019861	10141.ENSCPOP00000019861			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	30611.ENSOGAP00000016825	30611.ENSOGAP00000016825			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	9544.ENSMMUP00000008494	9544.ENSMMUP00000008494			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	9483.ENSCJAP00000052080	9483.ENSCJAP00000052080			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	9483.ENSCJAP00000043834	9483.ENSCJAP00000043834			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	9483.ENSCJAP00000015293	9483.ENSCJAP00000015293			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	9544.ENSMMUP00000017649	9544.ENSMMUP00000017649			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	9544.ENSMMUP00000004042	9544.ENSMMUP00000004042			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	9483.ENSCJAP00000051270	9483.ENSCJAP00000051270			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	9593.ENSGGOP00000022707	9593.ENSGGOP00000022707			False
Glycolysis_Glyc_3_P_dehydrogenase	Eukaryota	9544.ENSMMUP00000011098	9544.ENSMMUP00000011098			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	572546.Arcpr_0732	572546.Arcpr_0732			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	589924.Ferp_1302	589924.Ferp_1302			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	224325.AF1732	224325.AF1732			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	190192.MK0618	190192.MK0618			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	246969.TAM4_1537	246969.TAM4_1537			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	273116.TVN0458	273116.TVN0458			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	273075.Ta1103	273075.Ta1103			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	263820.PTO0742	263820.PTO0742			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	333146.Faci_050500008096	333146.Faci_050500008096			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	456320.Mvol_1211	456320.Mvol_1211			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	243232.MJ_1146	243232.MJ_1146			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	523846.Mfer_0276	523846.Mfer_0276			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	420247.Msm_0962	420247.Msm_0962			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	339860.Msp_1346	339860.Msp_1346			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	868131.MSWAN_0266	868131.MSWAN_0266			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	868132.Metbo_1751	868132.Metbo_1751			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	274854.MG2_1246	274854.MG2_1246			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	795797.HacjB3_14555	795797.HacjB3_14555			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	362976.HQ2025A	362976.HQ2025A			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	469382.Hbor_26990	469382.Hbor_26990			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	797209.ZOD2009_11025	797209.ZOD2009_11025			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	547559.Nmag_2141	547559.Nmag_2141			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	416348.Hlac_1672	416348.Hlac_1672			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	756883.Halar_3698	756883.Halar_3698			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	64091.VNG0095G	64091.VNG0095G			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	797210.Halxa_1641	797210.Halxa_1641			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	272569.rrnAC2262	272569.rrnAC2262			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	485914.Hmuk_0529	485914.Hmuk_0529			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	269797.Mbar_A2189	269797.Mbar_A2189			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	644295.Metev_0436	644295.Metev_0436			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	259564.Mbur_0851	259564.Mbur_0851			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	679901.Mzhil_1145	679901.Mzhil_1145			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	304371.MCP_1270	304371.MCP_1270			False
Glycolysis_Glyc_3_P_dehydrogenase	Archaea	304371.MCP_2688	304371.MCP_2688			False
